participant,run,trial_index,condition,r_cert,r_uncert,probability,odds,raw_action,choice_uncertain,rt_seconds,choice_included,rt_included
derouhkrw,B,66,L,-5.0,-47.46,0.1,9.0,1.0,0.0,2.464,True,True
derouhkrw,B,67,L,-7.0,-8.739999999999998,0.75,0.3333333333333333,2.0,1.0,4.127,True,True
derouhkrw,B,68,L,-5.0,-10.78,0.5,1.0,1.0,0.0,2.775,True,True
derouhkrw,B,69,L,-20.0,-195.88000000000002,0.1,9.0,1.0,0.0,1.927,True,True
derouhkrw,B,70,L,-20.0,-26.03,0.75,0.3333333333333333,1.0,0.0,2.055,True,True
derouhkrw,B,71,L,-1.0,-7.89,0.1,9.0,2.0,1.0,2.407,True,True
derouhkrw,B,72,L,-10.0,-11.32,0.9,0.11111111111111108,1.0,0.0,2.358,True,True
derouhkrw,B,73,L,-20.0,-197.88000000000002,0.1,9.0,1.0,0.0,1.303,True,True
derouhkrw,B,74,L,-10.0,-13.860000000000001,0.75,0.3333333333333333,2.0,1.0,2.381,True,True
derouhkrw,B,75,L,-10.0,-11.1,0.9,0.11111111111111108,2.0,1.0,1.678,True,True
derouhkrw,B,76,L,-10.0,-13.29,0.75,0.3333333333333333,1.0,0.0,3.806,True,True
derouhkrw,B,77,L,-1.0,-5.64,0.25,3.0,1.0,0.0,1.278,True,True
derouhkrw,B,78,L,-20.0,-199.89000000000001,0.1,9.0,1.0,0.0,2.367,True,True
derouhkrw,B,79,L,-10.0,-94.75,0.1,9.0,1.0,0.0,3.751,True,True
derouhkrw,B,80,L,-20.0,-78.49000000000001,0.25,3.0,1.0,0.0,1.703,True,True
derouhkrw,B,81,L,-10.0,-96.94000000000001,0.1,9.0,1.0,0.0,2.358,True,True
derouhkrw,B,82,L,-20.0,-22.67,0.9,0.11111111111111108,1.0,0.0,1.582,True,True
derouhkrw,B,83,L,-5.0,-7.21,0.75,0.3333333333333333,2.0,1.0,1.663,True,True
derouhkrw,B,84,L,-20.0,-80.1,0.25,3.0,1.0,0.0,1.75,True,True
derouhkrw,B,85,L,-1.0,-1.1500000000000001,0.5,1.0,2.0,1.0,1.527,True,True
derouhkrw,B,86,L,-1.0,-3.16,0.25,3.0,1.0,0.0,1.807,True,True
derouhkrw,B,87,L,-5.0,-6.38,0.75,0.3333333333333333,1.0,0.0,2.278,True,True
derouhkrw,B,88,L,-5.0,-9.94,0.5,1.0,1.0,0.0,1.565,True,True
derouhkrw,B,89,L,-20.0,-21.97,0.9,0.11111111111111108,2.0,1.0,1.854,True,True
derouhkrw,B,90,L,-17.0,-18.4,0.9,0.11111111111111108,2.0,1.0,2.367,True,True
derouhkrw,B,91,L,-1.0,-4.7700000000000005,0.25,3.0,1.0,0.0,2.494,True,True
derouhkrw,B,92,L,-10.0,-19.88,0.5,1.0,2.0,1.0,2.135,True,True
derouhkrw,B,93,L,-5.0,-20.630000000000003,0.25,3.0,1.0,0.0,1.455,True,True
derouhkrw,B,94,L,-20.0,-202.07,0.1,9.0,1.0,0.0,1.91,True,True
derouhkrw,B,95,L,-20.0,-39.36,0.5,1.0,1.0,0.0,3.567,True,True
derouhkrw,B,96,L,-10.0,-98.94000000000001,0.1,9.0,1.0,0.0,1.224,True,True
derouhkrw,B,97,L,-10.0,-20.72,0.5,1.0,1.0,0.0,1.83,True,True
derouhkrw,B,98,L,-5.0,-6.02,0.9,0.11111111111111108,1.0,0.0,1.919,True,True
derouhkrw,B,99,L,-10.0,-19.479999999999997,0.5,1.0,1.0,0.0,1.614,True,True
derouhkrw,B,100,L,-1.0,-1.06,0.75,0.3333333333333333,2.0,1.0,1.733,True,True
derouhkrw,B,101,R,5.0,10.58,0.75,0.3333333333333333,1.0,0.0,1.696,True,True
derouhkrw,B,102,R,14.0,16.41,0.75,0.3333333333333333,2.0,1.0,2.038,True,True
derouhkrw,B,103,R,5.0,23.41,0.5,1.0,1.0,0.0,1.846,True,True
derouhkrw,B,104,R,10.0,37.04,0.5,1.0,1.0,0.0,2.054,True,True
derouhkrw,B,105,R,5.0,41.49,0.25,3.0,1.0,0.0,2.35,True,True
derouhkrw,B,106,R,20.0,145.72,0.25,3.0,1.0,0.0,1.191,True,True
derouhkrw,B,107,R,1.0,28.330000000000002,0.25,3.0,1.0,0.0,1.719,True,True
derouhkrw,B,108,R,20.0,134.17,0.25,3.0,1.0,0.0,1.431,True,True
derouhkrw,B,109,R,5.0,141.96,0.1,9.0,1.0,0.0,1.03,True,True
derouhkrw,B,110,R,5.0,13.53,0.75,0.3333333333333333,1.0,0.0,1.671,True,True
derouhkrw,B,111,R,10.0,13.96,0.9,0.11111111111111108,1.0,0.0,2.606,True,True
derouhkrw,B,112,R,10.0,165.36,0.1,9.0,1.0,0.0,1.934,True,True
derouhkrw,B,113,R,1.0,5.46,0.9,0.11111111111111108,1.0,0.0,1.943,True,True
derouhkrw,B,114,R,5.0,8.0,0.9,0.11111111111111108,1.0,0.0,2.991,True,True
derouhkrw,B,115,R,1.0,3.24,0.9,0.11111111111111108,1.0,0.0,3.734,True,True
derouhkrw,B,116,R,1.0,75.82,0.1,9.0,1.0,0.0,1.133,True,True
derouhkrw,B,117,R,20.0,21.79,0.9,0.11111111111111108,1.0,0.0,2.319,True,True
derouhkrw,B,118,R,20.0,123.57,0.25,3.0,1.0,0.0,1.711,True,True
derouhkrw,B,119,R,20.0,21.79,0.9,0.11111111111111108,1.0,0.0,2.261,True,True
derouhkrw,B,120,R,20.0,101.42,0.25,3.0,1.0,0.0,1.662,True,True
derouhkrw,B,121,R,20.0,23.84,0.9,0.11111111111111108,1.0,0.0,2.03,True,True
derouhkrw,B,122,R,5.0,20.29,0.25,3.0,1.0,0.0,1.502,True,True
derouhkrw,B,123,R,5.0,5.17,0.75,0.3333333333333333,2.0,1.0,1.35,True,True
derouhkrw,B,124,R,5.0,54.309999999999995,0.1,9.0,1.0,0.0,1.752,True,True
derouhkrw,B,125,R,20.0,112.97,0.25,3.0,1.0,0.0,1.949,True,True
derouhkrw,B,126,R,1.0,16.779999999999998,0.25,3.0,1.0,0.0,1.205,True,True
derouhkrw,B,127,R,5.0,53.04,0.25,3.0,1.0,0.0,1.399,True,True
derouhkrw,B,128,R,7.0,14.41,0.5,1.0,1.0,0.0,1.326,True,True
derouhkrw,B,129,R,10.0,72.39,0.25,3.0,1.0,0.0,0.87,True,True
derouhkrw,B,130,R,20.0,302.34000000000003,0.1,9.0,1.0,0.0,1.365,True,True
derouhkrw,B,131,R,10.0,11.92,0.9,0.11111111111111108,1.0,0.0,2.84,True,True
derouhkrw,B,132,R,5.0,5.96,0.9,0.11111111111111108,2.0,1.0,2.263,True,True
derouhkrw,B,133,R,20.0,390.0,0.1,9.0,2.0,1.0,2.38,True,True
derouhkrw,B,134,R,5.0,10.229999999999999,0.9,0.11111111111111108,2.0,1.0,1.519,True,True
derouhkrw,B,135,R,5.0,23.39,0.1,9.0,1.0,0.0,1.166,True,True
derouhkrw,B,136,R,15.0,31.12,0.5,1.0,2.0,1.0,2.189,True,True
derouhkrw,B,137,R,5.0,82.67999999999999,0.1,9.0,2.0,1.0,3.358,True,True
derouhkrw,B,138,R,20.0,49.849999999999994,0.5,1.0,2.0,1.0,1.478,True,True
derouhkrw,B,139,R,16.0,17.02,0.9,0.11111111111111108,1.0,0.0,2.143,True,True
derouhkrw,B,140,R,20.0,359.08,0.1,9.0,2.0,1.0,1.479,True,True
derouhkrw,B,141,R,10.0,193.73,0.1,9.0,2.0,1.0,3.262,True,True
derouhkrw,B,142,R,20.0,330.71,0.1,9.0,2.0,1.0,1.71,True,True
derouhkrw,B,143,R,20.0,271.41999999999996,0.1,9.0,2.0,1.0,1.142,True,True
derouhkrw,B,144,R,1.0,7.4,0.5,1.0,2.0,1.0,2.126,True,True
derouhkrw,B,145,R,1.0,7.22,0.75,0.3333333333333333,2.0,1.0,1.359,True,True
derouhkrw,B,146,R,5.0,18.310000000000002,0.5,1.0,2.0,1.0,1.518,True,True
derouhkrw,B,147,R,6.0,26.47,0.25,3.0,1.0,0.0,1.614,True,True
derouhkrw,B,148,R,20.0,28.8,0.75,0.3333333333333333,2.0,1.0,1.629,True,True
derouhkrw,B,149,R,1.0,6.18,0.25,3.0,2.0,1.0,1.919,True,True
derouhkrw,B,150,R,10.0,83.94000000000001,0.25,3.0,2.0,1.0,1.655,True,True
derouhkrw,B,151,L,-1.0,-3.96,0.25,3.0,2.0,1.0,3.768,True,True
derouhkrw,B,152,L,-20.0,-79.29,0.25,3.0,1.0,0.0,2.471,True,True
derouhkrw,B,153,L,-10.0,-12.729999999999999,0.75,0.3333333333333333,2.0,1.0,1.318,True,True
derouhkrw,B,154,L,-20.0,-40.17,0.5,1.0,1.0,0.0,1.429,True,True
derouhkrw,B,155,L,-5.0,-21.5,0.25,3.0,1.0,0.0,1.176,True,True
derouhkrw,B,156,L,-10.0,-103.13,0.1,9.0,1.0,0.0,1.005,True,True
derouhkrw,B,157,L,-10.0,-10.870000000000001,0.9,0.11111111111111108,2.0,1.0,2.023,True,True
derouhkrw,B,158,L,-1.0,-2.29,0.25,3.0,2.0,1.0,1.726,True,True
derouhkrw,B,159,L,-1.0,-1.6,0.75,0.3333333333333333,2.0,1.0,1.629,True,True
derouhkrw,B,160,L,-20.0,-77.61,0.25,3.0,1.0,0.0,1.725,True,True
derouhkrw,B,161,L,-1.0,-1.59,0.5,1.0,2.0,1.0,1.63,True,True
derouhkrw,B,162,L,-10.0,-37.97,0.25,3.0,1.0,0.0,2.67,True,True
derouhkrw,B,163,L,-20.0,-80.97,0.25,3.0,1.0,0.0,1.647,True,True
derouhkrw,B,164,L,-5.0,-18.14,0.25,3.0,1.0,0.0,1.191,True,True
derouhkrw,B,165,L,-5.0,-19.82,0.25,3.0,1.0,0.0,1.006,True,True
derouhkrw,B,166,L,-10.0,-100.95,0.1,9.0,1.0,0.0,1.142,True,True
derouhkrw,B,167,L,-20.0,-27.150000000000002,0.75,0.3333333333333333,1.0,0.0,2.005,True,True
derouhkrw,B,168,L,-5.0,-49.47,0.1,9.0,1.0,0.0,1.046,True,True
derouhkrw,B,169,L,-10.0,-19.04,0.5,1.0,1.0,0.0,0.966,True,True
derouhkrw,B,170,L,-20.0,-26.59,0.75,0.3333333333333333,1.0,0.0,1.774,True,True
derouhkrw,B,171,L,-10.0,-39.65,0.25,3.0,1.0,0.0,0.957,True,True
derouhkrw,B,172,L,-5.0,-5.55,0.9,0.11111111111111108,2.0,1.0,1.093,True,True
derouhkrw,B,173,L,-1.0,-2.8299999999999996,0.5,1.0,1.0,0.0,1.663,True,True
derouhkrw,B,174,L,-5.0,-45.28,0.1,9.0,1.0,0.0,0.958,True,True
derouhkrw,B,175,L,-1.0,-1.33,0.9,0.11111111111111108,2.0,1.0,1.151,True,True
derouhkrw,B,176,L,-5.0,-6.08,0.75,0.3333333333333333,1.0,0.0,1.038,True,True
derouhkrw,B,177,L,-1.0,-1.11,0.9,0.11111111111111108,2.0,1.0,1.623,True,True
derouhkrw,B,178,L,-1.0,-5.7,0.1,9.0,1.0,0.0,1.534,True,True
derouhkrw,B,179,L,-10.0,-38.839999999999996,0.25,3.0,1.0,0.0,1.766,True,True
derouhkrw,B,180,L,-5.0,-5.319999999999999,0.9,0.11111111111111108,1.0,0.0,1.885,True,True
derouhkrw,B,181,L,-20.0,-38.92,0.5,1.0,2.0,1.0,3.367,True,True
derouhkrw,B,182,L,-5.0,-10.34,0.5,1.0,1.0,0.0,1.918,True,True
derouhkrw,B,183,L,-20.0,-22.419999999999998,0.9,0.11111111111111108,1.0,0.0,1.693,True,True
derouhkrw,B,184,L,-10.0,-13.02,0.75,0.3333333333333333,1.0,0.0,1.51,True,True
derouhkrw,B,185,L,-1.0,-14.09,0.1,9.0,1.0,0.0,2.847,True,True
derouhkrw,B,186,L,-20.0,-39.760000000000005,0.5,1.0,1.0,0.0,2.199,True,True
derouhkrw,B,187,L,-5.0,-9.54,0.5,1.0,1.0,0.0,1.486,True,True
derouhkrw,B,188,L,-20.0,-26.32,0.75,0.3333333333333333,1.0,0.0,2.429,True,True
derouhkrw,B,189,L,-5.0,-9.1,0.5,1.0,1.0,0.0,1.142,True,True
derouhkrw,B,190,L,-1.0,-2.3899999999999997,0.5,1.0,1.0,0.0,1.566,True,True
derouhkrw,B,191,L,-1.0,-1.99,0.5,1.0,1.0,0.0,1.037,True,True
derouhkrw,B,192,L,-5.0,-51.48,0.1,9.0,1.0,0.0,2.109,True,True
derouhkrw,B,193,L,-5.0,-19.02,0.25,3.0,1.0,0.0,1.862,True,True
derouhkrw,B,194,L,-5.0,-6.6499999999999995,0.75,0.3333333333333333,1.0,0.0,1.879,True,True
derouhkrw,B,195,L,-7.0,-7.54,0.9,0.11111111111111108,1.0,0.0,1.293,True,True
derouhkrw,B,196,L,-1.0,-9.89,0.1,9.0,1.0,0.0,1.07,True,True
derouhkrw,B,197,L,-1.0,-11.9,0.1,9.0,1.0,0.0,1.069,True,True
derouhkrw,B,198,L,-20.0,-22.2,0.9,0.11111111111111108,1.0,0.0,1.751,True,True
derouhkrw,B,199,L,-20.0,-193.69,0.1,9.0,1.0,0.0,1.223,True,True
derouhkrw,B,200,L,-1.0,-1.58,0.9,0.11111111111111108,1.0,0.0,1.814,True,True
dm8t9csqy,A,1,L,-20.0,-80.0,0.5,1.0,1.0,0.0,6.596600000023801,True,True
dm8t9csqy,A,2,L,-10.0,-11.0,0.5,1.0,2.0,1.0,3.2276999999881,True,True
dm8t9csqy,A,3,L,-1.0,-4.0,0.5,1.0,1.0,0.0,3.074,True,True
dm8t9csqy,A,4,L,-5.0,-50.0,0.25,3.0,1.0,0.0,3.91,True,True
dm8t9csqy,A,5,L,-5.0,-5.56,0.9,0.11111111111111108,2.0,1.0,3.0243999999762003,True,True
dm8t9csqy,A,6,L,-1.0,-1.33,0.9,0.11111111111111108,2.0,1.0,4.2720999999642,True,True
dm8t9csqy,A,7,L,-50.0,-55.0,0.5,1.0,2.0,1.0,3.2968999999762003,True,True
dm8t9csqy,A,8,L,-5.0,-10.0,0.75,0.3333333333333333,1.0,0.0,2.6838000000119,True,True
dm8t9csqy,A,9,L,-1.0,-1.01,0.9,0.11111111111111108,2.0,1.0,6.132100000023801,True,True
dm8t9csqy,A,10,L,-50.0,-50.56,0.9,0.11111111111111108,2.0,1.0,5.478300000011901,True,True
dm8t9csqy,A,11,L,-5.0,-10.56,0.9,0.11111111111111108,1.0,0.0,3.2640999999641997,True,True
dm8t9csqy,A,12,L,-10.0,-10.11,0.9,0.11111111111111108,2.0,1.0,2.5065,True,True
dm8t9csqy,A,13,L,-50.0,-500.0,0.1,9.0,1.0,0.0,3.8413000000119,True,True
dm8t9csqy,A,14,L,-1.0,-2.0,0.5,1.0,2.0,1.0,2.9424000000358,True,True
dm8t9csqy,A,15,L,-1.0,-4.0,0.25,3.0,1.0,0.0,4.8455999999642,True,True
dm8t9csqy,A,16,L,-1.0,-4.33,0.75,0.3333333333333333,1.0,0.0,2.0788000000119,True,True
dm8t9csqy,A,17,L,-20.0,-38.0,0.1,9.0,2.0,1.0,3.037,True,True
dm8t9csqy,A,18,L,-50.0,-100.0,0.5,1.0,1.0,0.0,6.0523000000119005,True,True
dm8t9csqy,A,19,L,-10.0,-13.33,0.9,0.11111111111111108,1.0,0.0,4.3515,True,True
dm8t9csqy,A,20,L,-5.0,-50.0,0.1,9.0,1.0,0.0,4.2369000000358,True,True
dm8t9csqy,A,21,L,-50.0,-550.0,0.5,1.0,1.0,0.0,4.3079000000358,True,True
dm8t9csqy,A,22,L,-1.0,-91.0,0.1,9.0,1.0,0.0,5.413,True,True
dm8t9csqy,A,23,L,-1.0,-2.0,0.75,0.3333333333333333,2.0,1.0,3.0243000000119,True,True
dm8t9csqy,A,24,L,-50.0,-4550.0,0.1,9.0,1.0,0.0,4.568100000023801,True,True
dm8t9csqy,A,25,L,-1.0,-10.0,0.1,9.0,2.0,1.0,3.3537999999523,True,True
dm8t9csqy,A,26,L,-20.0,-220.0,0.5,1.0,1.0,0.0,5.035600000023801,True,True
dm8t9csqy,A,27,L,-1.0,-28.0,0.1,9.0,1.0,0.0,4.9335999999641995,True,True
dm8t9csqy,A,28,L,-50.0,-500.0,0.25,3.0,1.0,0.0,4.503600000023801,True,True
dm8t9csqy,A,29,L,-5.0,-55.0,0.5,1.0,1.0,0.0,3.1008999999762006,True,True
dm8t9csqy,A,30,L,-20.0,-86.66999999999999,0.75,0.3333333333333333,1.0,0.0,2.0145999999642004,True,True
dm8t9csqy,A,31,L,-5.0,-155.0,0.25,3.0,1.0,0.0,2.3240999999642,True,True
dm8t9csqy,A,32,L,-50.0,-65.0,0.25,3.0,2.0,1.0,2.9806999999881,True,True
dm8t9csqy,A,33,L,-20.0,-26.67,0.75,0.3333333333333333,1.0,0.0,3.1520999999642,True,True
dm8t9csqy,A,34,L,-5.0,-6.67,0.9,0.11111111111111108,1.0,0.0,2.4823000000119,True,True
dm8t9csqy,A,35,L,-20.0,-20.67,0.75,0.3333333333333333,2.0,1.0,2.5706999999881,True,True
dm8t9csqy,A,36,L,-50.0,-55.56,0.9,0.11111111111111108,1.0,0.0,3.7837000000476997,True,True
dm8t9csqy,A,37,L,-10.0,-100.0,0.25,3.0,1.0,0.0,3.6891999999880998,True,True
dm8t9csqy,A,38,L,-50.0,-1400.0,0.1,9.0,1.0,0.0,2.9361999999881,True,True
dm8t9csqy,A,39,L,-5.0,-5.17,0.75,0.3333333333333333,2.0,1.0,2.9702000000477,True,True
dm8t9csqy,A,40,L,-1.0,-2.11,0.9,0.11111111111111108,1.0,0.0,4.6552999999523,True,True
dm8t9csqy,A,41,L,-50.0,-95.0,0.1,9.0,2.0,1.0,5.591100000023801,True,True
dm8t9csqy,A,42,L,-10.0,-40.0,0.25,3.0,1.0,0.0,3.1146999999881,True,True
dm8t9csqy,A,43,L,-5.0,-140.0,0.1,9.0,2.0,1.0,4.3891999999881,True,True
dm8t9csqy,A,44,L,-1.0,-1.11,0.9,0.11111111111111108,2.0,1.0,2.7806999999881,True,True
dm8t9csqy,A,45,L,-5.0,-5.06,0.9,0.11111111111111108,2.0,1.0,5.838100000023801,True,True
dm8t9csqy,A,46,L,-20.0,-22.0,0.5,1.0,0.0,,,False,False
dm8t9csqy,A,47,L,-20.0,-620.0,0.25,3.0,1.0,0.0,2.9501999999881,True,True
dm8t9csqy,A,48,L,-1.0,-1.03,0.75,0.3333333333333333,2.0,1.0,2.0793999999762005,True,True
dm8t9csqy,A,49,L,-1.0,-1.33,0.75,0.3333333333333333,2.0,1.0,2.0346999999881,True,True
dm8t9csqy,A,50,L,-5.0,-5.5,0.5,1.0,2.0,1.0,3.0832999999523,True,True
dm8t9csqy,A,51,R,1.0,2.11,0.9,0.11111111111111108,1.0,0.0,2.8913000000119,True,True
dm8t9csqy,A,52,R,5.0,9.5,0.1,9.0,1.0,0.0,3.5902000000476995,True,True
dm8t9csqy,A,53,R,1.0,1.33,0.75,0.3333333333333333,1.0,0.0,1.7046000000237997,True,True
dm8t9csqy,A,54,R,10.0,20.0,0.75,0.3333333333333333,2.0,1.0,2.1543000000119,True,True
dm8t9csqy,A,55,R,5.0,50.0,0.25,3.0,2.0,1.0,5.4205,True,True
dm8t9csqy,A,56,R,50.0,200.0,0.25,3.0,1.0,0.0,2.2931999999881,True,True
dm8t9csqy,A,57,R,20.0,22.22,0.9,0.11111111111111108,1.0,0.0,3.6643000000119,True,True
dm8t9csqy,A,58,R,20.0,26.67,0.75,0.3333333333333333,1.0,0.0,3.2344000000358,True,True
dm8t9csqy,A,59,R,1.0,10.0,0.1,9.0,1.0,0.0,3.6823000000119,True,True
dm8t9csqy,A,60,R,20.0,38.0,0.1,9.0,1.0,0.0,3.9345999999642,True,True
dm8t9csqy,A,61,R,5.0,5.06,0.9,0.11111111111111108,1.0,0.0,2.2608999999762003,True,True
dm8t9csqy,A,62,R,5.0,10.56,0.9,0.11111111111111108,2.0,1.0,3.4311999999880998,True,True
dm8t9csqy,A,63,R,20.0,1820.0,0.1,9.0,1.0,0.0,4.516300000011901,True,True
dm8t9csqy,A,64,R,1.0,2.0,0.75,0.3333333333333333,1.0,0.0,3.55,True,True
dm8t9csqy,A,65,R,50.0,50.56,0.9,0.11111111111111108,1.0,0.0,2.7901000000237994,True,True
dm8t9csqy,A,66,R,10.0,10.11,0.9,0.11111111111111108,1.0,0.0,2.3118000000119,True,True
dm8t9csqy,A,67,R,50.0,500.0,0.1,9.0,1.0,0.0,1.4347999999523,True,True
dm8t9csqy,A,68,R,50.0,216.67,0.75,0.3333333333333333,2.0,1.0,3.171,True,True
dm8t9csqy,A,69,R,10.0,21.110000000000003,0.9,0.11111111111111108,2.0,1.0,2.6086999999881,True,True
dm8t9csqy,A,70,R,10.0,13.0,0.25,3.0,1.0,0.0,2.0005999999642,True,True
dm8t9csqy,A,71,R,20.0,220.0,0.5,1.0,2.0,1.0,2.6106999999881,True,True
dm8t9csqy,A,72,R,5.0,50.0,0.1,9.0,1.0,0.0,1.9828999999762,True,True
dm8t9csqy,A,73,R,10.0,11.0,0.5,1.0,1.0,0.0,1.7549000000358,True,True
dm8t9csqy,A,74,R,20.0,20.22,0.9,0.11111111111111108,1.0,0.0,2.6648999999762006,True,True
dm8t9csqy,A,75,R,10.0,20.0,0.5,1.0,1.0,0.0,1.7029000000357999,True,True
dm8t9csqy,A,76,R,10.0,100.0,0.25,3.0,1.0,0.0,2.4256000000237994,True,True
dm8t9csqy,A,77,R,10.0,10.33,0.75,0.3333333333333333,1.0,0.0,1.8769000000357998,True,True
dm8t9csqy,A,78,R,1.0,4.33,0.75,0.3333333333333333,1.0,0.0,2.0958999999762002,True,True
dm8t9csqy,A,79,R,1.0,91.0,0.1,9.0,1.0,0.0,1.4337000000477,True,True
dm8t9csqy,A,80,R,5.0,5.17,0.75,0.3333333333333333,1.0,0.0,1.7797999999523,True,True
dm8t9csqy,A,81,R,20.0,40.0,0.75,0.3333333333333333,2.0,1.0,4.7579000000358,True,True
dm8t9csqy,A,82,R,50.0,100.0,0.75,0.3333333333333333,1.0,0.0,3.1276999999881,True,True
dm8t9csqy,A,83,R,50.0,1550.0,0.25,3.0,1.0,0.0,2.809,True,True
dm8t9csqy,A,84,R,1.0,1.01,0.9,0.11111111111111108,1.0,0.0,1.3823999999762,True,True
dm8t9csqy,A,85,R,10.0,310.0,0.25,3.0,1.0,0.0,1.529,True,True
dm8t9csqy,A,86,R,10.0,110.0,0.5,1.0,2.0,1.0,3.5181000000237996,True,True
dm8t9csqy,A,87,R,10.0,280.0,0.1,9.0,1.0,0.0,2.0788000000119,True,True
dm8t9csqy,A,88,R,1.0,1.1,0.5,1.0,1.0,0.0,2.5635,True,True
dm8t9csqy,A,89,R,20.0,20.67,0.75,0.3333333333333333,1.0,0.0,1.6868000000119,True,True
dm8t9csqy,A,90,R,5.0,21.67,0.75,0.3333333333333333,1.0,0.0,1.9331000000238,True,True
dm8t9csqy,A,91,R,1.0,1.9,0.1,9.0,1.0,0.0,2.6721000000237995,True,True
dm8t9csqy,A,92,R,10.0,40.0,0.5,1.0,2.0,1.0,4.653,True,True
dm8t9csqy,A,93,R,20.0,22.0,0.5,1.0,1.0,0.0,2.0926000000237996,True,True
dm8t9csqy,A,94,R,50.0,550.0,0.5,1.0,2.0,1.0,1.9868000000118997,True,True
dm8t9csqy,A,95,R,5.0,10.0,0.5,1.0,1.0,0.0,2.9815,True,True
dm8t9csqy,A,96,R,50.0,105.56,0.9,0.11111111111111108,2.0,1.0,2.0066999999881,True,True
dm8t9csqy,A,97,R,1.0,10.0,0.25,3.0,1.0,0.0,2.3618000000119,True,True
dm8t9csqy,A,98,R,20.0,200.0,0.1,9.0,1.0,0.0,1.9456999999881,True,True
dm8t9csqy,A,99,R,20.0,86.66999999999999,0.75,0.3333333333333333,2.0,1.0,3.2911999999881,True,True
dm8t9csqy,A,100,R,20.0,42.220000000000006,0.9,0.11111111111111108,2.0,1.0,1.9072999999523,True,True
dm8t9csqy,A,101,L,-20.0,-1820.0,0.1,9.0,1.0,0.0,2.9752999999522998,True,True
dm8t9csqy,A,102,L,-10.0,-21.110000000000003,0.9,0.11111111111111108,1.0,0.0,2.0645999999641997,True,True
dm8t9csqy,A,103,L,-20.0,-40.0,0.5,1.0,1.0,0.0,1.8500999999642,True,True
dm8t9csqy,A,104,L,-1.0,-10.0,0.25,3.0,1.0,0.0,1.6241000000237997,True,True
dm8t9csqy,A,105,L,-20.0,-26.0,0.25,3.0,1.0,0.0,1.6529000000357998,True,True
dm8t9csqy,A,106,L,-10.0,-43.33,0.75,0.3333333333333333,1.0,0.0,2.4311999999880998,True,True
dm8t9csqy,A,107,L,-5.0,-9.5,0.1,9.0,2.0,1.0,2.7055,True,True
dm8t9csqy,A,108,L,-1.0,-11.0,0.5,1.0,1.0,0.0,1.8482000000477001,True,True
dm8t9csqy,A,109,L,-5.0,-21.67,0.75,0.3333333333333333,1.0,0.0,2.1858000000119002,True,True
dm8t9csqy,A,110,L,-10.0,-20.0,0.5,1.0,1.0,0.0,1.4633999999762,True,True
dm8t9csqy,A,111,L,-20.0,-200.0,0.1,9.0,1.0,0.0,3.2396999999881,True,True
dm8t9csqy,A,112,L,-10.0,-100.0,0.1,9.0,1.0,0.0,3.5755,True,True
dm8t9csqy,A,113,L,-5.0,-6.67,0.75,0.3333333333333333,1.0,0.0,2.6015,True,True
dm8t9csqy,A,114,L,-1.0,-1.1,0.5,1.0,2.0,1.0,2.6728000000119,True,True
dm8t9csqy,A,115,L,-1.0,-1.9,0.1,9.0,2.0,1.0,1.5960999999642,True,True
dm8t9csqy,A,116,L,-5.0,-455.0,0.1,9.0,1.0,0.0,3.1276000000238,True,True
dm8t9csqy,A,117,L,-50.0,-1550.0,0.25,3.0,1.0,0.0,1.9054000000357998,True,True
dm8t9csqy,A,118,L,-10.0,-13.33,0.75,0.3333333333333333,1.0,0.0,3.1571999999881,True,True
dm8t9csqy,A,119,L,-50.0,-200.0,0.5,1.0,1.0,0.0,3.4045,True,True
dm8t9csqy,A,120,L,-20.0,-80.0,0.25,3.0,1.0,0.0,2.9291000000237997,True,True
dm8t9csqy,A,121,L,-50.0,-200.0,0.25,3.0,1.0,0.0,2.0011999999881,True,True
dm8t9csqy,A,122,L,-20.0,-22.22,0.9,0.11111111111111108,1.0,0.0,2.278,True,True
dm8t9csqy,A,123,L,-20.0,-560.0,0.1,9.0,1.0,0.0,2.627,True,True
dm8t9csqy,A,124,L,-50.0,-66.66999999999999,0.75,0.3333333333333333,1.0,0.0,3.5478000000119,True,True
dm8t9csqy,A,125,L,-10.0,-110.0,0.5,1.0,1.0,0.0,2.8053000000119,True,True
dm8t9csqy,A,126,L,-10.0,-11.11,0.9,0.11111111111111108,2.0,1.0,2.4496999999881,True,True
dm8t9csqy,A,127,L,-5.0,-6.5,0.25,3.0,2.0,1.0,1.7368999999762,True,True
dm8t9csqy,A,128,L,-10.0,-40.0,0.5,1.0,1.0,0.0,1.8828000000118998,True,True
dm8t9csqy,A,129,L,-20.0,-42.220000000000006,0.9,0.11111111111111108,1.0,0.0,2.892,True,True
dm8t9csqy,A,130,L,-10.0,-910.0,0.1,9.0,1.0,0.0,3.3143000000119,True,True
dm8t9csqy,A,131,L,-1.0,-31.0,0.25,3.0,1.0,0.0,2.2472999999523,True,True
dm8t9csqy,A,132,L,-50.0,-105.56,0.9,0.11111111111111108,1.0,0.0,3.8092999999523,True,True
dm8t9csqy,A,133,L,-10.0,-13.0,0.25,3.0,1.0,0.0,2.475,True,True
dm8t9csqy,A,134,L,-20.0,-20.22,0.9,0.11111111111111108,2.0,1.0,2.1651999999881,True,True
dm8t9csqy,A,135,L,-10.0,-19.0,0.1,9.0,2.0,1.0,2.8112999999523,True,True
