participant,model,choice_only,objective,success,best_start_index,message,log_k_R,log_k_L,log_beta,alpha,delta_L,log_b,log_sigma
eqi6zanpf,M2,False,247.64438834121623,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.43546366800184566,1.3715835343661351,1.4186318864075076,0.6791987894297986,0.02012409060480978,-5.989528238678632,-1.0923749816162613
etxmnk1pg,M2,False,403.1889908761115,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.467046133194829,-1.781486375031405,0.06283843602248754,0.8786725301372116,0.22670493486823082,-5.406190387394896,-0.9624427238277335
goz8d3fp9,M2,False,346.1780043995054,True,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.8493148003602043,-1.4302574564260195,0.6091244642787974,0.8774960594125664,-0.16330953071202708,-4.318509467290699,-0.9239410309755026
hrqn8w6vu,M2,False,350.4707890343771,True,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6607746323818888,2.5953425828175787,0.3988816896992277,0.6138417613741309,0.18537665208046986,-5.473873732099036,-0.838848971710299
ig1j8ozi9,M2,False,374.63060909171605,True,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.649107016066666,0.4398329449800884,0.019470831444039955,0.7342255826620081,0.12588248169631194,-5.101023337076649,-0.8855847892008668
iogaivfgt,M2,False,379.7184357253077,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.12814921907602547,-1.0623256958885503,0.5130911062295347,0.9804290836072032,0.31323595893208533,-4.980006732573065,-1.0492380745082401
ir0t9ca41,M2,False,332.14003666524667,True,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2664530728782866,-1.4171714269322213,-0.24786723801957214,0.2872528575386834,0.29121774084123336,-4.184384481858974,-0.737822684544888
jtf46arcd,M2,False,362.5325795437793,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.630526822303042,-2.2249127007621943,0.38762824303662335,0.44083511852718515,0.5174665560293816,-6.908610957114754,-0.7700333445595606
kimjztxjq,M2,False,427.95035194148323,True,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.5996161197737226,-0.17873286577824127,0.45373603856443506,1.121300686897486,0.10178847515566991,-4.860338295671495,-0.9234193275623486
kqi5vqk0e,M2,False,214.0571379857166,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-0.6639067456833948,1.4186452463028607,-0.25334841188137713,0.6024144928582478,-5.386436560780765,-0.7117386446592833
ljm2sl8s0,M2,False,296.41730102527106,True,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.04087790526395691,-0.9159844331628838,1.4264003989455971,0.7773026033392882,-0.026083152690645203,-4.4956158734350105,-1.0383706545916578
mu73zwng6,M2,False,355.47724283659676,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.6452067273863156,0.7449512796382451,0.06979574956705699,0.5046791812145205,0.18500238212414463,-5.125390153143181,-0.7648059184349987
n08qsd76x,M2,False,318.8347082841994,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.26990040994935655,0.1869526719423888,0.6236290961157815,0.653382200754757,0.21028697599226712,-4.081387054483462,-0.9829057125392799
nvbinkqjq,M2,False,344.92775677454534,True,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.4911869691632141,-0.474100455307597,0.5769492503822723,0.7694180600587195,0.06432049869398503,-4.615183600633764,-0.9772165734678543
o7piq7dwr,M2,False,189.68450930766704,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.6787198027852424,-1.1447625018338037,-0.03838795975848142,0.3818423388565887,-8.855930812026834,-1.0849206649750702
od96gfdym,M2,False,353.99336269728593,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.2752427854231985,-0.8552399037075297,-0.007463745000298654,0.6152566428907886,-0.06953076867657637,-5.07179534105352,-0.8456082629827074
omy06qkfz,M2,False,118.92280074966925,True,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.73206037810914,-4.60517,-0.5942650243788977,0.17537047386168456,-9.224264145538008,-1.057821899778712
orxx7nl6z,M2,False,146.616156174315,True,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.639212962607872,-1.5123344629909101,-0.5654901142369244,0.30777580088629736,-8.802357378286592,-0.7615460441279708
p5lejwwzi,M2,False,266.4961397857921,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.6280540821881505,-0.1895151878188741,-2.9184032329923464,0.09708306433383392,-0.32426539695106527,-7.310183210455241,-0.6838966217282297
qhp782ect,M2,False,341.314652841923,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.2383370281436574,3.5035787231114233,0.04844673009494269,0.49330588686809573,0.371118656948701,-5.608910656394273,-0.9114743282625337
rncbe0zlg,M2,False,317.9419481574151,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.1012663804036052,-0.44473038159878514,1.3375336490831873,0.6005213581417662,0.13562695267819286,-4.702216444430152,-1.04988475776375
ru26ufirj,M2,False,436.2028979718463,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6071929073181779,-1.7505015532995833,0.5790815933709418,0.08948770030662223,0.1621896901150427,-4.839011984721127,-0.06638833209858148
rv0b4sx2y,M2,False,218.94686388923756,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6774572538079155,2.1950115199694027,0.11324411679682397,0.2771079508607395,-0.2217753712353323,-7.248281976968923,-0.9907714284342904
s4xqtibhr,M2,False,171.22144120074077,True,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.8545457188755861,-0.10643684614159779,-2.8851158142962254,-0.6876887420472099,-0.25267023035451625,-6.1910037190928,-0.406591838927115
t0p3bj6ne,M2,False,421.7901301053952,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-3.051258969578942,-1.5247459015299667,-0.6006013316968566,0.8545754249569363,-0.11937224314907059,-5.158368986580463,-0.6175645506433158
ta33uq804,M2,False,483.61144270184747,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1498400507051767,-0.423035721011952,-0.8843705633489948,0.5633048936136736,0.18351391309981552,-5.438671795649626,-0.2915069049028495
u3yyfob1i,M2,False,246.94424744376735,True,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.078200517443854,3.8106358220363616,-1.8824499969057122,0.34923153997535844,-0.035671325106373546,-5.707588215563127,-1.202231543023663
uq15yb622,M2,False,378.0694297525626,True,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.48003109546738415,0.05582732716035537,0.9822258064837142,1.0703440271463793,0.07467693897179117,-4.872408586842963,-1.0168042742420882
vdnjz8uta,M2,False,343.1539819936902,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-1.8983489944026366,3.3581156410222444,0.7028103721918696,1.0473985865511348,-0.3458799347431059,-4.311619297276124,-1.028927780310544
vr0a0xs4k,M2,False,206.6336126872118,True,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-1.5292714923087147,-2.021118443320523,-0.05846575470940062,0.17013343564241198,-7.7592979507902475,-1.0560227539352642
x71tw2ykd,M2,False,355.8466010896031,True,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-2.5915027648339923,0.19826438036098798,0.3130704055929392,0.49483913731788465,0.5322618590521733,-5.626882077270511,-0.9075557404908499
xh8tt6q04,M2,False,261.00422619204284,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.94938001905552,-1.752015666497869,0.9052349624219481,0.47757791922453435,0.331956300173236,-5.252681195548682,-1.2130848726195445
xq3i744zg,M2,False,319.6436863810292,True,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.218200509191367,2.390816218265327,-0.5815082236632568,0.15806612866464032,0.11209237600917606,-6.12494312737944,-0.6254372950370242
yj444yij9,M2,False,328.5909535270535,True,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.6275832653362454,-1.8528846245798996,-0.05778117420226426,0.6358595064404691,-0.08687206966590545,-6.093111151413251,-0.9041105314646367
2rrjzhgj9,M3,False,402.98824701162016,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.467867074114827,-0.9664491429045685,-0.9676388034344926,0.5757590488884509,0.18346664178835487,-4.043793342569205,-0.7321766820605109
3lmzwis6r,M3,False,361.16533004367454,True,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.15980332375543424,-0.256099801344758,1.594701838001838,0.9102651063530087,0.27116566523503016,-3.1515608710646137,-0.994054752423604
4f8msviwg,M3,False,258.3715881491186,True,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.2907046494626754,1.1970372921635763,0.46699772713025733,0.658889435930379,0.1653484541674742,-3.7803799039392967,-1.3983516257081154
52b64k0rp,M3,False,402.6960341957311,True,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.400408457265775,4.60517,-3.945718670403924,0.8521781178220732,-0.4087846394078477,-4.158502331722742,-0.7688761574547378
5wlmihb4c,M3,False,317.63420150185937,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-0.9374670684680214,-0.5520530457448151,0.48424835653911064,0.22117987612403883,-4.689431357570477,-1.093080512247152
6owg3par9,M3,False,396.62325266314275,True,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3049461479381795,-0.28923171227392386,1.264210360601692,0.7537007166692031,-0.009648254437394515,-4.041264523697156,-0.7937335156695057
8py7pm5i0,M3,False,253.16369224951754,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-2.2983390290046564,-1.0392280863650936,-1.026461974509915,0.2608619351945342,0.07847767322897403,-3.8030590963365385,-0.8532305613886733
95vrrzevd,M3,False,250.85000984464227,True,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-2.367419328265057,3.0875445258392893,0.03328945180214964,0.6176978407753357,-0.004442597498631302,-3.492717203059474,-1.1796081418177444
bh348lli7,M3,False,65.91610526876727,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,0.37056687974511016,-3.849195007374638,-1.0218015664200746,0.10368098469188823,-3.842074156783035,-0.7841173931505304
c0ry57ax9,M3,False,215.65576772392174,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.245792590296346,-4.119110769485027,0.16693140222705932,-0.21190547383201752,-5.262541519240531,-1.0678149671839157
ck5f3lx8c,M3,False,334.3923655447233,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.09172795271035622,-0.41533799730809073,0.7607303278688485,0.824951986112105,0.16241495184731256,-4.042013046274708,-1.1653497175731358
ctdyczfpw,M3,False,248.81883138405001,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.13437603070284693,0.5910465681186238,1.7937790636587891,0.6799001470593428,-0.08898352006338528,-3.76568776399361,-1.1070131794535802
dasemqdsv,M3,False,338.415555427081,True,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1075482905295488,-0.7393015877681438,-0.4133376619966883,0.5649470044920163,-0.014459628289482008,-3.9991817847143145,-0.8712619464990555
derouhkrw,M3,False,307.23712635004705,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2881080571803026,-2.877751677616285,0.44681666522228347,0.6355160737639735,-0.03999561231709154,-4.301842354881751,-1.0496620081712942
dm8t9csqy,M3,False,291.7788555407865,True,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.05034139084815,-1.4096058108496037,1.175051391152895,0.7346763357960737,-0.19289766462876218,-3.5165356230084317,-1.0603986342218248
eqi6zanpf,M3,False,247.50567625268343,True,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.8504191292327645,1.4349630679298382,1.3425348385030527,0.7471474979539972,-0.02403017784749633,-3.2724240251161882,-1.0926229128736011
etxmnk1pg,M3,False,404.7033114165635,True,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.4670689913421628,-1.8362397271439916,0.055187254010683376,0.8860912896947517,0.23317712626620304,-4.311307368785537,-0.9591548763955229
goz8d3fp9,M3,False,348.38343814655144,True,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.9539290646366797,-1.3167586159251359,0.7266277590516687,0.8785257052585052,-0.1420984877758177,-3.6773891012856206,-0.9143346412561346
hrqn8w6vu,M3,False,352.3957769281499,True,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6373914376202652,2.587302569428284,0.38924951889664816,0.618570026244672,0.18434884171712473,-4.613287859072024,-0.8348745815052646
ig1j8ozi9,M3,False,374.6469755122278,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.5878103815949536,0.41922797838192616,0.025411186997013526,0.7747779423203166,0.1371717262793962,-3.027592222486477,-0.8861261556589841
iogaivfgt,M3,False,381.8190755456644,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.10412828403228788,-1.2132241161174544,0.47000562688377856,1.006393063480639,0.3144528347007483,-3.468910520743118,-1.0403499095549011
ir0t9ca41,M3,False,336.80911945248255,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.31705044963166945,-0.89140940419434,-0.04840610981794253,0.3433689393015607,0.24487719457526783,-2.749436563106986,-0.7057662566667382
jtf46arcd,M3,False,362.24922726108696,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.4692061053857763,-2.2034913548649047,0.37524228687896743,0.4498770453447969,0.5331493664731154,-4.071022694561936,-0.7697166001529742
kimjztxjq,M3,False,429.75874912906835,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.60311078355692,-0.2106525281374096,0.4433309026212537,1.1400864629146592,0.09179045382928301,-3.9400553881621407,-0.9174757729946972
kqi5vqk0e,M3,False,214.6809816535889,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-0.6731371194547497,1.4193696266540856,-0.24427946676791934,0.6212990467330535,-3.6137586647029005,-0.710354812888982
ljm2sl8s0,M3,False,297.1425901155602,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.06527802316263683,-0.8954136009001279,1.4235062885581387,0.8097777550991629,-0.02163560806131097,-3.363261552960454,-1.0359413164821252
mu73zwng6,M3,False,357.76585982786486,True,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.561540985624847,0.7724587975730726,0.034976336876793745,0.4950462552011792,0.20701020591779976,-4.280231582276134,-0.7577661528428463
n08qsd76x,M3,False,322.41795237819395,True,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3554447860547587,0.1418920845776816,0.6299874304134335,0.6352213903114593,0.2423996194852085,-3.8075053241812857,-0.9658610360214142
nvbinkqjq,M3,False,348.3166789999332,True,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.5794901814996495,-0.4669142231536558,0.6070468057096399,0.7525351394076902,0.103118925533502,-3.8732066725124885,-0.9624305257836003
o7piq7dwr,M3,False,186.74454926759105,True,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.518650987154369,-1.1338043751432052,-0.012614340362879216,0.37664615226766923,-4.543860780917465,-1.0877997000286093
od96gfdym,M3,False,355.10479285637933,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.3186989383591596,-0.8517439355185096,-0.013765245200316141,0.6272608855083592,-0.05903934090513319,-3.8575169758892613,-0.8428538287073406
omy06qkfz,M3,False,115.03496880553615,True,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.335018303736393,-4.60517,-0.5672853314655585,0.16731760602276421,-4.657727410969297,-1.0620995540765048
orxx7nl6z,M3,False,144.52571450926837,True,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.7632282712136407,-1.5155202388771627,-0.5525191199347343,0.3049941113086775,-5.0421086674214495,-0.7632494232970277
p5lejwwzi,M3,False,267.493235983508,True,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.05593276645751427,0.19470777840397313,-3.037120669206629,0.11285934064972165,-0.31671302017208003,-3.887056078774945,-0.6741688179665398
qhp782ect,M3,False,341.29433816380424,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.2171042733831512,3.5026631459022064,0.03991035689138542,0.53834478990374,0.3404572886320331,-3.3613062790816692,-0.9121714558092989
rncbe0zlg,M3,False,319.4858015351829,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.10028811974622105,-0.44207338936352913,1.339439026793634,0.6176765847853161,0.13660281870386548,-4.106301081401876,-1.0459434651542066
ru26ufirj,M3,False,435.6524316839769,True,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6054031644693378,-1.730747084245157,0.5720392186232113,0.1994724877475693,0.15292519166580779,-2.3139104221864835,-0.06881969266426058
rv0b4sx2y,M3,False,218.35205344276832,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6615344146941904,2.1514683082015607,0.10443303594901981,0.28507571428715567,-0.21545633874037204,-4.324655603336501,-0.9919717694117735
s4xqtibhr,M3,False,169.89418123261734,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.6442002508171817,0.7275563054489916,-2.764301017429911,-0.6162316054515541,-0.26744572510882897,-2.8400991369328077,-0.40993920369798664
t0p3bj6ne,M3,False,423.77019749438557,True,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-3.5950206313539685,-2.53876168231483,-0.8655037394170373,0.9148946345476091,-0.08896470283451936,-2.8891833261733435,-0.610836396098909
ta33uq804,M3,False,484.31755735925856,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0768085161927048,-0.4201571598916177,-0.9317351375212972,0.591917484763996,0.17775469694683785,-3.731538753768335,-0.289731711328114
u3yyfob1i,M3,False,246.1570795314292,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.17639396560724,3.8656475217722908,-1.819814456137721,0.38994771085171964,-0.04566609981982631,-3.2005503866253586,-1.206501765445692
uq15yb622,M3,False,378.81528199814505,True,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.5734039582172734,0.0604664709060444,0.959469186083112,1.1077047531572843,0.08940414932783307,-3.105895170941683,-1.0140875442084316
vdnjz8uta,M3,False,345.7741856681947,True,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-1.789991949183148,3.251172329403817,0.728912142702629,1.0628222768059146,-0.3592444836005825,-3.405492606377986,-1.0167032145066794
vr0a0xs4k,M3,False,203.16100714886596,True,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.60517,-2.5103153091630395,-2.1101502622666377,-0.03251902032318763,0.17786759256549228,-4.225135457844483,-1.060994184673279
x71tw2ykd,M3,False,356.48207409302046,True,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-2.7099481206470823,0.1642826944088019,0.280881466938004,0.5198138634067915,0.5354535376665013,-3.8322842803866752,-0.9063355418497823
xh8tt6q04,M3,False,261.31841036602106,True,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.9637114474414669,-1.748691611737807,0.9044048519703491,0.5017533004314649,0.3366515023953157,-3.525421004601342,-1.2131240697854107
xq3i744zg,M3,False,319.6656864146453,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.284495936852029,2.34535777884159,-0.6051281229270246,0.17384811390839786,0.11929786089915886,-3.5573927653414845,-0.6253501160114978
yj444yij9,M3,False,329.93816590656655,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.622563180626481,-1.9725192352983745,-0.07807037654564335,0.6552365977529118,-0.0883800417737765,-3.8554350617295943,-0.8985289941694354
