generating_model,fitted_model,replicate,sample_kind,source_participant,success,objective,best_start_index,near_boundary,message,true_log_k_R,true_log_k_L,true_log_beta,true_alpha,true_delta_L,true_log_b,true_log_sigma,estimate_log_k_R,estimate_log_k_L,estimate_log_beta,estimate_alpha,estimate_delta_L,estimate_log_b,estimate_log_sigma
M3,choice_only,23,stress,vr0a0xs4k,True,122.21792930659635,3,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.941968475552262,1.0732964324348309,-0.894450296639881,0.1531033985356579,0.3561283300134021,-4.046136049263589,-0.9682937642330396,2.3165661854336577,0.5382314860818285,-0.535470160884402,,,,
M3,M1,23,stress,vr0a0xs4k,True,250.1283157330277,17,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.941968475552262,1.0732964324348309,-0.894450296639881,0.1531033985356579,0.3561283300134021,-4.046136049263589,-0.9682937642330396,2.349075991195428,0.5794838661851127,-0.5286000568497549,0.13201234126708178,0.35205606936237904,-3.8164702065355,-1.0601693060787074
M3,M2,23,stress,vr0a0xs4k,True,250.33093886274034,5,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.941968475552262,1.0732964324348309,-0.894450296639881,0.1531033985356579,0.3561283300134021,-4.046136049263589,-0.9682937642330396,2.315705188684035,0.6700285409314227,-0.5037122249758852,0.11497632652540139,0.35153667332666705,-6.447108703292331,-1.0603150037180316
M3,M3,23,stress,vr0a0xs4k,True,249.4235040183311,15,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.941968475552262,1.0732964324348309,-0.894450296639881,0.1531033985356579,0.3561283300134021,-4.046136049263589,-0.9682937642330396,2.3227645563357484,0.5481389198382886,-0.5333881092354158,0.14575985428195254,0.36335788254555407,-3.581892899081107,-1.0634116319780722
M3,choice_only,24,stress,c0ry57ax9,True,135.21055287060761,12,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.666728221050156,-1.3592437435390807,-2.6911013030457016,0.3648262281456469,0.2086689685805566,-4.41059773783556,-0.9355946095568324,0.5799441091808522,-0.47250212054721913,-2.406874864599915,,,,
M3,M1,24,stress,c0ry57ax9,True,321.6878714668834,3,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.666728221050156,-1.3592437435390807,-2.6911013030457016,0.3648262281456469,0.2086689685805566,-4.41059773783556,-0.9355946095568324,1.3774710045233003,0.7749936817570938,-1.7325727805568052,0.44433021301715,0.07495467176502156,-3.2724873029387225,-0.9244850083071787
M3,M2,24,stress,c0ry57ax9,True,324.292216689962,15,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.666728221050156,-1.3592437435390807,-2.6911013030457016,0.3648262281456469,0.2086689685805566,-4.41059773783556,-0.9355946095568324,1.2605818020919934,0.7957812925894096,-1.739673712502259,0.4122851465669759,0.07177568472721522,-6.165379742480542,-0.9120586465714444
M3,M3,24,stress,c0ry57ax9,True,317.3743913316749,13,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,2.666728221050156,-1.3592437435390807,-2.6911013030457016,0.3648262281456469,0.2086689685805566,-4.41059773783556,-0.9355946095568324,1.3912827698583887,0.6903544907542226,-1.7585665419689016,0.48575453852162914,0.08377652169572426,-2.9973040202041386,-0.9454494834025364
M3,choice_only,25,stress,omy06qkfz,True,133.86349246438058,13,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,3.435923333612439,0.4094946484509231,-1.599290924584846,0.4957737560377482,0.4604481163972279,-4.642763003490507,-0.7672233410902314,2.6315579448016586,0.35788209452836683,-1.5173746342691325,,,,
M3,M1,25,stress,omy06qkfz,True,421.5588514284102,10,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,3.435923333612439,0.4094946484509231,-1.599290924584846,0.4957737560377482,0.4604481163972279,-4.642763003490507,-0.7672233410902314,2.6725388095131057,0.7114127553943774,-1.3970616567201415,0.545995702784487,0.44163404402495615,-4.596071579362293,-0.7403525253741627
M3,M2,25,stress,omy06qkfz,True,421.94147527572454,13,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,3.435923333612439,0.4094946484509231,-1.599290924584846,0.4957737560377482,0.4604481163972279,-4.642763003490507,-0.7672233410902314,2.639024726394274,1.0323697792260578,-1.3469252304299493,0.5379864541791788,0.44109145107702274,-6.774284319666042,-0.7404494871916867
M3,M3,25,stress,omy06qkfz,True,421.7619945288289,12,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,3.435923333612439,0.4094946484509231,-1.599290924584846,0.4957737560377482,0.4604481163972279,-4.642763003490507,-0.7672233410902314,2.596221982796456,0.5841156984381567,-1.4289337609092192,0.5460189272654066,0.4476095502754132,-4.630906608416927,-0.739705702422593
M3,choice_only,26,stress,o7piq7dwr,True,130.35624799306518,0,False,CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL,3.38054781964675,-0.1493401416602541,-1.1415741639926118,0.3347632346457274,0.1898020729699124,-4.687145993232645,-1.182808386417087,3.1972204411954186,-0.4157759746803813,-1.4948275623133989,,,,
M3,M1,26,stress,o7piq7dwr,True,272.5065993750836,18,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,3.38054781964675,-0.1493401416602541,-1.1415741639926118,0.3347632346457274,0.1898020729699124,-4.687145993232645,-1.182808386417087,3.2245403852122236,-0.19518238705668245,-1.4176139401154573,0.3696407003384819,0.144075380551913,-5.254755907466559,-1.1468153660126792
M3,M2,26,stress,o7piq7dwr,True,274.4596756841598,4,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,3.38054781964675,-0.1493401416602541,-1.1415741639926118,0.3347632346457274,0.1898020729699124,-4.687145993232645,-1.182808386417087,3.1779675369835645,0.3093133688471519,-1.3050391694431085,0.36370877543920455,0.14170948583621784,-8.131884452665448,-1.14481005587719
M3,M3,26,stress,o7piq7dwr,True,271.80007732545164,13,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,3.38054781964675,-0.1493401416602541,-1.1415741639926118,0.3347632346457274,0.1898020729699124,-4.687145993232645,-1.182808386417087,3.1683972199998456,-0.16081450200050074,-1.4059407361802172,0.37205319452721936,0.1529746069141928,-4.710793945289307,-1.1483309920566045
M3,choice_only,27,stress,orxx7nl6z,True,116.77788764697164,14,False,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,4.083887116178431,0.1016249497124417,-1.117724210408765,-0.237917362490094,0.0234489667992464,-4.705077005380049,-0.2749527230812751,3.359287839941106,0.12689987001835573,-0.5260430873328825,,,,
