generating_model,replicate,sample_kind,participant,run,fitted_model,fit_success,condition,run_b_rt_mlpd,n_rt,out_of_support_trial_fraction,n_in_support,n_out_of_support,in_support_rt_mlpd,out_of_support_rt_mlpd
M1,141,nominal,M1_nominal_0141,B,M1,True,R,-0.9159836151678447,100,0.05,95,5,-0.9234014290452749,-0.7750451514966744
M1,141,nominal,M1_nominal_0141,B,M1,True,L,-1.2615576138230475,100,0.02,98,2,-1.2719214681270155,-0.7537287529286263
M1,141,nominal,M1_nominal_0141,B,M2,True,R,-0.9103567889168771,100,0.03,97,3,-0.913010765705349,-0.824544872756289
M1,141,nominal,M1_nominal_0141,B,M2,True,L,-1.2679800542411486,100,0.07,93,7,-1.2842650376772657,-1.0516224171613044
M1,141,nominal,M1_nominal_0141,B,M3,True,R,-0.9175399926144074,100,0.0,100,0,-0.9175399926144074,
M1,141,nominal,M1_nominal_0141,B,M3,True,L,-1.2656370388658065,100,0.0,100,0,-1.2656370388658065,
M1,142,nominal,M1_nominal_0142,B,M1,True,R,-1.3548183511344123,100,0.48,52,48,-0.5413457571614319,-2.236080327938475
M1,142,nominal,M1_nominal_0142,B,M1,True,L,-0.872854851284369,100,0.02,98,2,-0.8709273517434865,-0.967302328787617
M1,142,nominal,M1_nominal_0142,B,M2,True,R,-269.8385878936946,100,0.52,48,52,-0.5953240503941675,-518.3708314413564
M1,142,nominal,M1_nominal_0142,B,M2,True,L,-0.8792915186824257,100,0.0,100,0,-0.8792915186824257,
M1,142,nominal,M1_nominal_0142,B,M3,True,R,-0.46450142681766876,100,0.45,55,45,-0.5119712004511399,-0.4064828145989819
M1,142,nominal,M1_nominal_0142,B,M3,True,L,-0.8752014853350084,100,0.0,100,0,-0.8752014853350084,
M1,143,nominal,M1_nominal_0143,B,M1,True,R,-1.595717905778768,100,0.04,96,4,-1.5680194163519838,-2.2604816520215985
M1,143,nominal,M1_nominal_0143,B,M1,True,L,-1.772489953987412,100,0.0,100,0,-1.772489953987412,
M1,143,nominal,M1_nominal_0143,B,M2,True,R,-1.5954733723988008,100,0.02,98,2,-1.5896892523990793,-1.8788952523851368
M1,143,nominal,M1_nominal_0143,B,M2,True,L,-1.774371774087739,100,0.0,100,0,-1.774371774087739,
M1,143,nominal,M1_nominal_0143,B,M3,True,R,-1.5961946654984698,100,0.0,100,0,-1.5961946654984698,
M1,143,nominal,M1_nominal_0143,B,M3,True,L,-1.7729551788134097,100,0.0,100,0,-1.7729551788134097,
M1,144,nominal,M1_nominal_0144,B,M1,True,R,-0.9822421372808922,100,0.0,100,0,-0.9822421372808922,
M1,144,nominal,M1_nominal_0144,B,M1,True,L,-1.1628070311736234,100,0.03,97,3,-1.1807089583486825,-0.5839780525133782
M1,144,nominal,M1_nominal_0144,B,M2,True,R,-0.976596949457458,100,0.0,100,0,-0.976596949457458,
M1,144,nominal,M1_nominal_0144,B,M2,True,L,-1.1708970063926398,100,0.0,100,0,-1.1708970063926398,
M1,144,nominal,M1_nominal_0144,B,M3,True,R,-0.9837489899702265,100,0.04,96,4,-1.0027499967633837,-0.5277248269344479
M1,144,nominal,M1_nominal_0144,B,M3,True,L,-1.16125583529696,100,0.01,99,1,-1.167542521686392,-0.5388738827432034
M1,145,nominal,M1_nominal_0145,B,M1,True,R,-1.1997030758051381,100,0.0,100,0,-1.1997030758051381,
M1,145,nominal,M1_nominal_0145,B,M1,True,L,-1.0256801240918598,100,0.22,78,22,-1.1586753600963628,-0.5541515600758941
M1,145,nominal,M1_nominal_0145,B,M2,True,R,-1.1943675104604556,100,0.0,100,0,-1.1943675104604556,
M1,145,nominal,M1_nominal_0145,B,M2,True,L,-2.810711084196976,100,0.21,79,21,-1.1951391227647894,-8.888338939108536
M1,145,nominal,M1_nominal_0145,B,M3,True,R,-1.2117632564903114,100,0.0,100,0,-1.2117632564903114,
M1,145,nominal,M1_nominal_0145,B,M3,True,L,-1.2235614054683335,100,0.02,98,2,-1.2253984195894339,-1.1335477135344059
M1,146,nominal,M1_nominal_0146,B,M1,True,R,-1.3355513638555276,100,0.0,100,0,-1.3355513638555276,
M1,146,nominal,M1_nominal_0146,B,M1,True,L,-1.3363685717379303,100,0.0,100,0,-1.3363685717379303,
M1,146,nominal,M1_nominal_0146,B,M2,True,R,-1.3352967203737907,100,0.0,100,0,-1.3352967203737907,
M1,146,nominal,M1_nominal_0146,B,M2,True,L,-1.3328616474271626,100,0.0,100,0,-1.3328616474271626,
M1,146,nominal,M1_nominal_0146,B,M3,True,R,-1.3412270115128866,100,0.0,100,0,-1.3412270115128866,
M1,146,nominal,M1_nominal_0146,B,M3,True,L,-1.334826886132123,100,0.0,100,0,-1.334826886132123,
M1,147,nominal,M1_nominal_0147,B,M1,True,R,-1.1585273494013402,100,0.0,100,0,-1.1585273494013402,
M1,147,nominal,M1_nominal_0147,B,M1,True,L,-1.1347347603677258,100,0.0,100,0,-1.1347347603677258,
M1,147,nominal,M1_nominal_0147,B,M2,True,R,-1.1593994916785013,100,0.0,100,0,-1.1593994916785013,
M1,147,nominal,M1_nominal_0147,B,M2,True,L,-1.1351861526193412,100,0.01,99,1,-1.1397287383568377,-0.6854701646071757
M1,147,nominal,M1_nominal_0147,B,M3,True,R,-1.161655056496077,100,0.01,99,1,-1.1665504314848405,-0.6770129326085134
M1,147,nominal,M1_nominal_0147,B,M3,True,L,-1.135068612418805,100,0.0,100,0,-1.135068612418805,
M1,148,nominal,M1_nominal_0148,B,M1,True,R,-1.567432310772374,100,0.0,100,0,-1.567432310772374,
M1,148,nominal,M1_nominal_0148,B,M1,True,L,-1.9397880524967415,100,0.05,95,5,-1.908674606454631,-2.5309435272968384
M1,148,nominal,M1_nominal_0148,B,M2,True,R,-1.5670582851267876,100,0.0,100,0,-1.5670582851267876,
M1,148,nominal,M1_nominal_0148,B,M2,True,L,-1.9379024490960544,100,0.02,98,2,-1.9355544902747226,-2.052952431341323
M1,148,nominal,M1_nominal_0148,B,M3,True,R,-1.5652103997959645,100,0.0,100,0,-1.5652103997959645,
M1,148,nominal,M1_nominal_0148,B,M3,True,L,-1.9361980037944249,100,0.0,100,0,-1.9361980037944249,
M1,149,nominal,M1_nominal_0149,B,M1,True,R,-0.58361962464252,100,0.09,91,9,-0.6062548796918249,-0.3547520458106594
M1,149,nominal,M1_nominal_0149,B,M1,True,L,-0.8725381626645198,100,0.0,100,0,-0.8725381626645198,
M1,149,nominal,M1_nominal_0149,B,M2,True,R,-0.5826561981188929,100,0.16,84,16,-0.5874950787494752,-0.557252074808336
M1,149,nominal,M1_nominal_0149,B,M2,True,L,-0.87498970073098,100,0.0,100,0,-0.87498970073098,
M1,149,nominal,M1_nominal_0149,B,M3,True,R,-0.5862034217890861,100,0.0,100,0,-0.5862034217890861,
M1,149,nominal,M1_nominal_0149,B,M3,True,L,-0.8744305203111036,100,0.0,100,0,-0.8744305203111036,
M1,150,nominal,M1_nominal_0150,B,M1,True,R,-1.3758576435676977,100,0.0,100,0,-1.3758576435676977,
M1,150,nominal,M1_nominal_0150,B,M1,True,L,-1.3231941567136802,100,0.22,78,22,-1.2260070266439604,-1.6677667087790515
M1,150,nominal,M1_nominal_0150,B,M2,True,R,-1.3825292085237744,100,0.05,95,5,-1.4037582848793222,-0.9791767577683661
M1,150,nominal,M1_nominal_0150,B,M2,True,L,-223.84718405242464,100,0.27,73,27,-1.2608157883666953,-825.6547723219148
M1,150,nominal,M1_nominal_0150,B,M3,True,R,-1.4168964889007347,100,0.0,100,0,-1.4168964889007347,
M1,150,nominal,M1_nominal_0150,B,M3,True,L,-1.351862834988845,100,0.19,81,19,-1.1889269646358263,-2.0464841770201367
M1,151,nominal,M1_nominal_0151,B,M1,True,R,-0.916112551607999,100,0.0,100,0,-0.916112551607999,
M1,151,nominal,M1_nominal_0151,B,M1,True,L,-0.9402447937495738,100,0.0,100,0,-0.9402447937495738,
M1,151,nominal,M1_nominal_0151,B,M2,True,R,-0.9125268358029168,100,0.0,100,0,-0.9125268358029168,
M1,151,nominal,M1_nominal_0151,B,M2,True,L,-0.9387628498238587,100,0.0,100,0,-0.9387628498238587,
M1,151,nominal,M1_nominal_0151,B,M3,True,R,-0.9133129182818703,100,0.01,99,1,-0.9137099250237596,-0.8740092508348133
M1,151,nominal,M1_nominal_0151,B,M3,True,L,-0.9486479628742217,100,0.0,100,0,-0.9486479628742217,
M1,152,nominal,M1_nominal_0152,B,M1,True,R,-1.3233592922321058,100,0.06,94,6,-1.3518827163615732,-0.8764923142037865
M1,152,nominal,M1_nominal_0152,B,M1,True,L,-1.3190076681047997,100,0.0,100,0,-1.3190076681047997,
M1,152,nominal,M1_nominal_0152,B,M2,True,R,-1.3245635278254562,100,0.04,96,4,-1.3388128705783242,-0.9825793017566151
M1,152,nominal,M1_nominal_0152,B,M2,True,L,-1.315358108137637,100,0.0,100,0,-1.315358108137637,
M1,152,nominal,M1_nominal_0152,B,M3,True,R,-1.3225840648950506,100,0.0,100,0,-1.3225840648950506,
M1,152,nominal,M1_nominal_0152,B,M3,True,L,-1.319181594421926,100,0.0,100,0,-1.319181594421926,
M1,153,nominal,M1_nominal_0153,B,M1,True,R,-0.8185426357747914,100,0.01,99,1,-0.8234586666037009,-0.3318555837127388
M1,153,nominal,M1_nominal_0153,B,M1,True,L,-1.231709809840334,100,0.04,96,4,-1.240548515441524,-1.0195808754117828
M1,153,nominal,M1_nominal_0153,B,M2,True,R,-0.8169368599768769,100,0.01,99,1,-0.8220261839370288,-0.3130937879218453
M1,153,nominal,M1_nominal_0153,B,M2,True,L,-1.2327577265382106,100,0.05,95,5,-1.2456765242567194,-0.9873005698865438
M1,153,nominal,M1_nominal_0153,B,M3,True,R,-0.8182180199689509,100,0.0,100,0,-0.8182180199689509,
M1,153,nominal,M1_nominal_0153,B,M3,True,L,-1.2335927676039429,100,0.01,99,1,-1.2399179539447875,-0.6073993198603287
M1,154,nominal,M1_nominal_0154,B,M1,True,R,-0.9282535862992216,100,0.01,99,1,-0.9282044570770694,-0.9331173792922804
M1,154,nominal,M1_nominal_0154,B,M1,True,L,-0.8740633114698793,100,0.0,100,0,-0.8740633114698793,
M1,154,nominal,M1_nominal_0154,B,M2,True,R,-0.925833874364578,100,0.01,99,1,-0.9255173489254432,-0.9571698928388983
M1,154,nominal,M1_nominal_0154,B,M2,True,L,-0.8672954134134521,100,0.0,100,0,-0.8672954134134521,
M1,154,nominal,M1_nominal_0154,B,M3,True,R,-0.9251925030268451,100,0.0,100,0,-0.9251925030268451,
M1,154,nominal,M1_nominal_0154,B,M3,True,L,-0.8719926986246804,100,0.0,100,0,-0.8719926986246804,
M1,155,nominal,M1_nominal_0155,B,M1,True,R,0.062004236250093846,100,0.0,100,0,0.062004236250093846,
M1,155,nominal,M1_nominal_0155,B,M1,True,L,0.43814855866855057,100,0.01,99,1,0.45146878320393186,-0.8805536703342032
M1,155,nominal,M1_nominal_0155,B,M2,True,R,0.06831269481544307,100,0.0,100,0,0.06831269481544307,
M1,155,nominal,M1_nominal_0155,B,M2,True,L,0.43837325954623796,100,0.0,100,0,0.43837325954623796,
M1,155,nominal,M1_nominal_0155,B,M3,True,R,0.06397921724855946,100,0.0,100,0,0.06397921724855946,
M1,155,nominal,M1_nominal_0155,B,M3,True,L,0.4379986085222118,100,0.0,100,0,0.4379986085222118,
M1,156,nominal,M1_nominal_0156,B,M1,True,R,-3.7725383563088197,100,0.48,52,48,-0.8642515206949859,-6.923182428223806
M1,156,nominal,M1_nominal_0156,B,M1,True,L,-0.9743167369218392,100,0.0,100,0,-0.9743167369218392,
M1,156,nominal,M1_nominal_0156,B,M2,True,R,-51519.05385204728,100,0.54,46,54,-0.9150202065810957,-95404.87581991155
M1,156,nominal,M1_nominal_0156,B,M2,True,L,-0.9815859512497391,100,0.0,100,0,-0.9815859512497391,
M1,156,nominal,M1_nominal_0156,B,M3,True,R,-0.38290770602265206,100,0.5,50,50,-0.8707244831720244,0.1049090711267204
M1,156,nominal,M1_nominal_0156,B,M3,True,L,-0.988836520034775,100,0.0,100,0,-0.988836520034775,
M1,157,nominal,M1_nominal_0157,B,M1,True,R,-1.118781263793463,100,0.0,100,0,-1.118781263793463,
M1,157,nominal,M1_nominal_0157,B,M1,True,L,-1.2747292564471064,100,0.0,100,0,-1.2747292564471064,
M1,157,nominal,M1_nominal_0157,B,M2,True,R,-1.1192623083911588,100,0.01,99,1,-1.1233023515902034,-0.7192980316857533
M1,157,nominal,M1_nominal_0157,B,M2,True,L,-1.2712597280279616,100,0.0,100,0,-1.2712597280279616,
M1,157,nominal,M1_nominal_0157,B,M3,True,R,-1.1191550120711433,100,0.0,100,0,-1.1191550120711433,
M1,157,nominal,M1_nominal_0157,B,M3,True,L,-1.2741724448308547,100,0.0,100,0,-1.2741724448308547,
M1,158,nominal,M1_nominal_0158,B,M1,True,R,-1.1750748597929037,100,0.01,99,1,-1.1698435324287535,-1.6929762688437808
M1,158,nominal,M1_nominal_0158,B,M1,True,L,-1.2768745038755493,100,0.0,100,0,-1.2768745038755493,
M1,158,nominal,M1_nominal_0158,B,M2,True,R,-1.170871794617489,100,0.06,94,6,-1.1432796037190587,-1.603149452026229
M1,158,nominal,M1_nominal_0158,B,M2,True,L,-1.304631934056991,100,0.01,99,1,-1.2906543534189214,-2.688412417225888
M1,158,nominal,M1_nominal_0158,B,M3,True,R,-1.1780837828703228,100,0.0,100,0,-1.1780837828703228,
M1,158,nominal,M1_nominal_0158,B,M3,True,L,-1.26930391601669,100,0.0,100,0,-1.26930391601669,
M1,159,nominal,M1_nominal_0159,B,M1,True,R,-1.0178394967732407,100,0.0,100,0,-1.0178394967732407,
M1,159,nominal,M1_nominal_0159,B,M1,True,L,-1.0998944140502418,100,0.0,100,0,-1.0998944140502418,
M1,159,nominal,M1_nominal_0159,B,M2,True,R,-1.015754422925553,100,0.0,100,0,-1.015754422925553,
M1,159,nominal,M1_nominal_0159,B,M2,True,L,-1.1004176939200172,100,0.0,100,0,-1.1004176939200172,
M1,159,nominal,M1_nominal_0159,B,M3,True,R,-1.0207174997148618,100,0.0,100,0,-1.0207174997148618,
M1,159,nominal,M1_nominal_0159,B,M3,True,L,-1.0982578740936872,100,0.0,100,0,-1.0982578740936872,
M1,160,nominal,M1_nominal_0160,B,M1,True,R,-1.4846880167387022,100,0.0,100,0,-1.4846880167387022,
M1,160,nominal,M1_nominal_0160,B,M1,True,L,-1.7716717820856278,100,0.01,99,1,-1.778640144013459,-1.081803951230366
M1,160,nominal,M1_nominal_0160,B,M2,True,R,-1.4814945852441328,100,0.0,100,0,-1.4814945852441328,
M1,160,nominal,M1_nominal_0160,B,M2,True,L,-1.776421627391465,100,0.02,98,2,-1.7867035213842815,-1.272608821743463
M1,160,nominal,M1_nominal_0160,B,M3,True,R,-1.4858444794156167,100,0.0,100,0,-1.4858444794156167,
M1,160,nominal,M1_nominal_0160,B,M3,True,L,-1.7773451147244654,100,0.0,100,0,-1.7773451147244654,
M1,161,nominal,M1_nominal_0161,B,M1,True,R,-1.3678855502473775,100,0.0,100,0,-1.3678855502473775,
M1,161,nominal,M1_nominal_0161,B,M1,True,L,-1.4673940411502846,100,0.0,100,0,-1.4673940411502846,
M1,161,nominal,M1_nominal_0161,B,M2,True,R,-1.3675701140029182,100,0.01,99,1,-1.3573089212542075,-2.3834281961252453
M1,161,nominal,M1_nominal_0161,B,M2,True,L,-1.4681817550325817,100,0.05,95,5,-1.4760024549212005,-1.3195884571488272
M1,161,nominal,M1_nominal_0161,B,M3,True,R,-1.3683601385025619,100,0.0,100,0,-1.3683601385025619,
M1,161,nominal,M1_nominal_0161,B,M3,True,L,-1.466914031993427,100,0.0,100,0,-1.466914031993427,
M1,162,nominal,M1_nominal_0162,B,M1,True,R,-1.6351743281171653,100,0.01,99,1,-1.637395583938236,-1.4152700018311606
M1,162,nominal,M1_nominal_0162,B,M1,True,L,-1.6036999367456841,100,0.01,99,1,-1.6041716258949537,-1.5570027109679951
M1,162,nominal,M1_nominal_0162,B,M2,True,R,-1.6383958195953645,100,0.04,96,4,-1.6403544879824838,-1.5913877783045085
M1,162,nominal,M1_nominal_0162,B,M2,True,L,-1.6094565978547986,100,0.02,98,2,-1.616911730035274,-1.244155121011492
M1,162,nominal,M1_nominal_0162,B,M3,True,R,-1.6361689248611204,100,0.0,100,0,-1.6361689248611204,
M1,162,nominal,M1_nominal_0162,B,M3,True,L,-1.604552706115948,100,0.0,100,0,-1.604552706115948,
M1,163,nominal,M1_nominal_0163,B,M1,True,R,-1.4998121866965508,100,0.0,100,0,-1.4998121866965508,
M1,163,nominal,M1_nominal_0163,B,M1,True,L,-1.6499196934632174,100,0.01,99,1,-1.65579403604213,-1.0683597781509033
M1,163,nominal,M1_nominal_0163,B,M2,True,R,-1.502257985718775,100,0.0,100,0,-1.502257985718775,
M1,163,nominal,M1_nominal_0163,B,M2,True,L,-1.6523567561327406,100,0.0,100,0,-1.6523567561327406,
M1,163,nominal,M1_nominal_0163,B,M3,True,R,-1.5018336257187141,100,0.0,100,0,-1.5018336257187141,
M1,163,nominal,M1_nominal_0163,B,M3,True,L,-1.6505597592755301,100,0.0,100,0,-1.6505597592755301,
M1,164,nominal,M1_nominal_0164,B,M1,True,R,-1.650578180659618,100,0.17,83,17,-1.702641122598467,-1.3963885229581787
M1,164,nominal,M1_nominal_0164,B,M1,True,L,-1.7072896657186942,100,0.02,98,2,-1.7173765511736583,-1.213032278425444
M1,164,nominal,M1_nominal_0164,B,M2,True,R,-1.6504932286187295,100,0.11,89,11,-1.6873893715640726,-1.351969890242767
M1,164,nominal,M1_nominal_0164,B,M2,True,L,-1.703866954889368,100,0.04,96,4,-1.7021769310868644,-1.7444275261494535
M1,164,nominal,M1_nominal_0164,B,M3,True,R,-1.6514472480951858,100,0.0,100,0,-1.6514472480951858,
M1,164,nominal,M1_nominal_0164,B,M3,True,L,-1.707140000412905,100,0.0,100,0,-1.707140000412905,
M1,165,nominal,M1_nominal_0165,B,M1,True,R,-1.258558082529695,100,0.06,94,6,-1.2512499233834113,-1.373052575821469
M1,165,nominal,M1_nominal_0165,B,M1,True,L,-1.540070152280485,100,0.07,93,7,-1.5465880510821155,-1.45347521105882
M1,165,nominal,M1_nominal_0165,B,M2,True,R,-1.2611802465915014,100,0.06,94,6,-1.2538675857295065,-1.375745266762757
M1,165,nominal,M1_nominal_0165,B,M2,True,L,-1.5416506947428812,100,0.05,95,5,-1.5520983062197562,-1.3431460766822572
M1,165,nominal,M1_nominal_0165,B,M3,True,R,-1.2617807583409832,100,0.01,99,1,-1.2673570637709053,-0.7097265207786755
M1,165,nominal,M1_nominal_0165,B,M3,True,L,-1.5334005499070542,100,0.02,98,2,-1.537173908423627,-1.3485059825950048
M1,166,nominal,M1_nominal_0166,B,M1,True,R,-1.188037349920898,100,0.01,99,1,-1.1885659226768364,-1.1357086470830215
M1,166,nominal,M1_nominal_0166,B,M1,True,L,-1.649464389390475,100,0.0,100,0,-1.649464389390475,
M1,166,nominal,M1_nominal_0166,B,M2,True,R,-1.199188583105396,100,0.0,100,0,-1.199188583105396,
M1,166,nominal,M1_nominal_0166,B,M2,True,L,-1.6522263877392362,100,0.0,100,0,-1.6522263877392362,
M1,166,nominal,M1_nominal_0166,B,M3,True,R,-1.197780608132067,100,0.0,100,0,-1.197780608132067,
M1,166,nominal,M1_nominal_0166,B,M3,True,L,-1.6492143542784765,100,0.0,100,0,-1.6492143542784765,
M1,167,nominal,M1_nominal_0167,B,M1,True,R,-1.7419634783110027,100,0.0,100,0,-1.7419634783110027,
M1,167,nominal,M1_nominal_0167,B,M1,True,L,-1.8677875769356276,100,0.0,100,0,-1.8677875769356276,
M1,167,nominal,M1_nominal_0167,B,M2,True,R,-1.7400213950778427,100,0.0,100,0,-1.7400213950778427,
M1,167,nominal,M1_nominal_0167,B,M2,True,L,-1.8669993697555867,100,0.02,98,2,-1.8733657542124158,-1.5550465313709876
M1,167,nominal,M1_nominal_0167,B,M3,True,R,-1.740415838068185,100,0.0,100,0,-1.740415838068185,
M1,167,nominal,M1_nominal_0167,B,M3,True,L,-1.8694043542514986,100,0.0,100,0,-1.8694043542514986,
M1,168,nominal,M1_nominal_0168,B,M1,True,R,-1.2178396735363792,100,0.0,100,0,-1.2178396735363792,
M1,168,nominal,M1_nominal_0168,B,M1,True,L,-1.28545689481259,100,0.01,99,1,-1.290235736987464,-0.8123515195000754
M1,168,nominal,M1_nominal_0168,B,M2,True,R,-1.2182864962819964,100,0.0,100,0,-1.2182864962819964,
M1,168,nominal,M1_nominal_0168,B,M2,True,L,-1.2877548815425677,100,0.0,100,0,-1.2877548815425677,
M1,168,nominal,M1_nominal_0168,B,M3,True,R,-1.2194919646246367,100,0.0,100,0,-1.2194919646246367,
M1,168,nominal,M1_nominal_0168,B,M3,True,L,-1.2887892874665363,100,0.0,100,0,-1.2887892874665363,
M1,169,nominal,M1_nominal_0169,B,M1,True,R,-1.909458380074873,100,0.0,100,0,-1.909458380074873,
M1,169,nominal,M1_nominal_0169,B,M1,True,L,-1.6196453865477691,100,0.0,100,0,-1.6196453865477691,
M1,169,nominal,M1_nominal_0169,B,M2,True,R,-1.9384386265338107,100,0.0,100,0,-1.9384386265338107,
M1,169,nominal,M1_nominal_0169,B,M2,True,L,-1.618654509565785,100,0.01,99,1,-1.619315217813781,-1.553244393014163
M1,169,nominal,M1_nominal_0169,B,M3,True,R,-1.9045990514872488,100,0.03,97,3,-1.8982988741337796,-2.1083047859160895
M1,169,nominal,M1_nominal_0169,B,M3,True,L,-1.619988263251629,100,0.0,100,0,-1.619988263251629,
M1,170,nominal,M1_nominal_0170,B,M1,True,R,-1.6057439823526964,100,0.0,100,0,-1.6057439823526964,
M1,170,nominal,M1_nominal_0170,B,M1,True,L,-2.171059712976228,100,0.02,98,2,-2.163974804201816,-2.51822024292243
M1,170,nominal,M1_nominal_0170,B,M2,True,R,-1.6057465823630865,100,0.01,99,1,-1.6060637940940403,-1.5743426209986737
M1,170,nominal,M1_nominal_0170,B,M2,True,L,-2.175616115798407,100,0.02,98,2,-2.1681947366089362,-2.53926369608247
M1,170,nominal,M1_nominal_0170,B,M3,True,R,-1.6057244215547923,100,0.0,100,0,-1.6057244215547923,
M1,170,nominal,M1_nominal_0170,B,M3,True,L,-2.17097471226995,100,0.0,100,0,-2.17097471226995,
M1,171,nominal,M1_nominal_0171,B,M1,True,R,-0.6577596705580615,100,0.0,100,0,-0.6577596705580615,
M1,171,nominal,M1_nominal_0171,B,M1,True,L,-1.7280827717756673,100,0.0,100,0,-1.7280827717756673,
M1,171,nominal,M1_nominal_0171,B,M2,True,R,-0.6596075029658063,100,0.0,100,0,-0.6596075029658063,
M1,171,nominal,M1_nominal_0171,B,M2,True,L,-1.7275556181198555,100,0.0,100,0,-1.7275556181198555,
M1,171,nominal,M1_nominal_0171,B,M3,True,R,-0.6590482552568792,100,0.0,100,0,-0.6590482552568792,
M1,171,nominal,M1_nominal_0171,B,M3,True,L,-1.7302768091589902,100,0.0,100,0,-1.7302768091589902,
M1,172,nominal,M1_nominal_0172,B,M1,True,R,-1.3543883830009964,100,0.01,99,1,-1.3443362748827632,-2.3495470867060817
M1,172,nominal,M1_nominal_0172,B,M1,True,L,-1.307748344602509,100,0.0,100,0,-1.307748344602509,
M1,172,nominal,M1_nominal_0172,B,M2,True,R,-1.3616125891937387,100,0.0,100,0,-1.3616125891937387,
M1,172,nominal,M1_nominal_0172,B,M2,True,L,-1.3084867640455606,100,0.0,100,0,-1.3084867640455606,
M1,172,nominal,M1_nominal_0172,B,M3,True,R,-1.349674872609511,100,0.0,100,0,-1.349674872609511,
M1,172,nominal,M1_nominal_0172,B,M3,True,L,-1.3107302619045336,100,0.0,100,0,-1.3107302619045336,
M1,173,nominal,M1_nominal_0173,B,M1,True,R,-1.2781903118992683,100,0.0,100,0,-1.2781903118992683,
M1,173,nominal,M1_nominal_0173,B,M1,True,L,-1.357506941286446,100,0.02,98,2,-1.3636526884930102,-1.0563653281647976
M1,173,nominal,M1_nominal_0173,B,M2,True,R,-1.2812491507725614,100,0.0,100,0,-1.2812491507725614,
M1,173,nominal,M1_nominal_0173,B,M2,True,L,-1.3487548848959554,100,0.08,92,8,-1.3514230183607883,-1.31807135005038
M1,173,nominal,M1_nominal_0173,B,M3,True,R,-1.2758268326168831,100,0.01,99,1,-1.26489503737608,-2.358074561456384
M1,173,nominal,M1_nominal_0173,B,M3,True,L,-1.3564490226525188,100,0.0,100,0,-1.3564490226525188,
M1,174,nominal,M1_nominal_0174,B,M1,True,R,-1.379797183109788,100,0.01,99,1,-1.3852842697105536,-0.8365756096340147
M1,174,nominal,M1_nominal_0174,B,M1,True,L,-1.7442217683625756,100,0.0,100,0,-1.7442217683625756,
M1,174,nominal,M1_nominal_0174,B,M2,True,R,-1.3813846062580217,100,0.0,100,0,-1.3813846062580217,
M1,174,nominal,M1_nominal_0174,B,M2,True,L,-1.7449255374544015,100,0.0,100,0,-1.7449255374544015,
M1,174,nominal,M1_nominal_0174,B,M3,True,R,-1.3798976313367184,100,0.0,100,0,-1.3798976313367184,
M1,174,nominal,M1_nominal_0174,B,M3,True,L,-1.742588464373134,100,0.0,100,0,-1.742588464373134,
M1,175,nominal,M1_nominal_0175,B,M1,True,R,-1.7264278042327987,100,0.0,100,0,-1.7264278042327987,
M1,175,nominal,M1_nominal_0175,B,M1,True,L,-1.7806704126042754,100,0.0,100,0,-1.7806704126042754,
M1,175,nominal,M1_nominal_0175,B,M2,True,R,-1.7273186027510496,100,0.0,100,0,-1.7273186027510496,
M1,175,nominal,M1_nominal_0175,B,M2,True,L,-1.7814061663613776,100,0.01,99,1,-1.7878815044135683,-1.1403476991945605
M1,175,nominal,M1_nominal_0175,B,M3,True,R,-1.7276541292107317,100,0.01,99,1,-1.7329496808632499,-1.2033945156114472
M1,175,nominal,M1_nominal_0175,B,M3,True,L,-1.781789812264291,100,0.0,100,0,-1.781789812264291,
M1,176,nominal,M1_nominal_0176,B,M1,True,R,-6.511801916389994,100,0.61,39,61,-0.5673876973117551,-10.312329040062966
M1,176,nominal,M1_nominal_0176,B,M1,True,L,-0.7610552826141607,100,0.0,100,0,-0.7610552826141607,
M1,176,nominal,M1_nominal_0176,B,M2,True,R,-7187.214279588228,100,0.67,33,67,-0.6024264017932905,-10726.888774441248
M1,176,nominal,M1_nominal_0176,B,M2,True,L,-0.7583418990375432,100,0.01,99,1,-0.7627477013625659,-0.32216746886030134
M1,176,nominal,M1_nominal_0176,B,M3,True,R,-0.5165799050310147,100,0.51,49,51,-0.4160712898814736,-0.6131470058609658
M1,176,nominal,M1_nominal_0176,B,M3,True,L,-0.7604907449126336,100,0.0,100,0,-0.7604907449126336,
M1,177,nominal,M1_nominal_0177,B,M1,True,R,-1.324048858628617,100,0.0,100,0,-1.324048858628617,
M1,177,nominal,M1_nominal_0177,B,M1,True,L,-1.6468477832213142,100,0.01,99,1,-1.6460376400151704,-1.7270519606295438
M1,177,nominal,M1_nominal_0177,B,M2,True,R,-1.3271146778723242,100,0.0,100,0,-1.3271146778723242,
M1,177,nominal,M1_nominal_0177,B,M2,True,L,-1.6482818761892002,100,0.0,100,0,-1.6482818761892002,
M1,177,nominal,M1_nominal_0177,B,M3,True,R,-1.3352399859186128,100,0.0,100,0,-1.3352399859186128,
M1,177,nominal,M1_nominal_0177,B,M3,True,L,-1.6369151848555274,100,0.0,100,0,-1.6369151848555274,
M1,178,nominal,M1_nominal_0178,B,M1,True,R,-3.741559155372855,100,0.53,47,53,-1.1340210558604435,-6.053904262487635
M1,178,nominal,M1_nominal_0178,B,M1,True,L,-1.518047288340933,100,0.01,99,1,-1.5227043673763834,-1.056996463831348
