generating_model,replicate,sample_kind,participant,run,fitted_model,fit_success,condition,run_b_rt_mlpd,n_rt,out_of_support_trial_fraction,n_in_support,n_out_of_support,in_support_rt_mlpd,out_of_support_rt_mlpd
M2,128,nominal,M2_nominal_0128,B,M1,True,L,-1.560818811233792,100,0.02,98,2,-1.54883379847463,-2.1480844364326983
M2,128,nominal,M2_nominal_0128,B,M2,True,R,-1.3539386960608188,100,0.0,100,0,-1.3539386960608188,
M2,128,nominal,M2_nominal_0128,B,M2,True,L,-1.5654515850211406,100,0.02,98,2,-1.5523715619757372,-2.206372714245908
M2,128,nominal,M2_nominal_0128,B,M3,True,R,-1.3540419833236619,100,0.0,100,0,-1.3540419833236619,
M2,128,nominal,M2_nominal_0128,B,M3,True,L,-1.5640840581255189,100,0.0,100,0,-1.5640840581255189,
M2,129,nominal,M2_nominal_0129,B,M1,True,R,-11.925128364007557,100,0.58,42,58,-1.3028319527464634,-19.617136110093178
M2,129,nominal,M2_nominal_0129,B,M1,True,L,-1.5201910888641073,100,0.01,99,1,-1.5248325638895872,-1.060685061341606
M2,129,nominal,M2_nominal_0129,B,M2,True,R,-324629.9714062577,100,0.6,40,60,-1.437770590690699,-541048.9938300357
M2,129,nominal,M2_nominal_0129,B,M2,True,L,-1.5370231203651121,100,0.01,99,1,-1.5421242217084332,-1.0320140873763388
M2,129,nominal,M2_nominal_0129,B,M3,True,R,-39.08091927764991,100,0.55,45,55,-1.2725996735839544,-70.01499895370387
M2,129,nominal,M2_nominal_0129,B,M3,True,L,-1.5337574076536453,100,0.0,100,0,-1.5337574076536453,
M2,130,nominal,M2_nominal_0130,B,M1,True,R,-1.432341933762228,100,0.66,34,66,-0.7900269990793111,-1.763231445568579
M2,130,nominal,M2_nominal_0130,B,M1,True,L,-0.7189992809085918,100,0.0,100,0,-0.7189992809085918,
M2,130,nominal,M2_nominal_0130,B,M2,True,R,-121.44017021573237,100,0.73,27,73,-0.8557709802415242,-166.03987952200976
M2,130,nominal,M2_nominal_0130,B,M2,True,L,-0.71652397483669,100,0.0,100,0,-0.71652397483669,
M2,130,nominal,M2_nominal_0130,B,M3,True,R,-1.0462759702810527,100,0.56,44,56,-0.6536055344422982,-1.354802741297217
M2,130,nominal,M2_nominal_0130,B,M3,True,L,-0.7214216041578267,100,0.0,100,0,-0.7214216041578267,
M2,131,nominal,M2_nominal_0131,B,M1,True,R,-1.3772327031425908,100,0.0,100,0,-1.3772327031425908,
M2,131,nominal,M2_nominal_0131,B,M1,True,L,-1.4128979009037927,100,0.0,100,0,-1.4128979009037927,
M2,131,nominal,M2_nominal_0131,B,M2,True,R,-1.3827425781118234,100,0.0,100,0,-1.3827425781118234,
M2,131,nominal,M2_nominal_0131,B,M2,True,L,-1.4042109792970325,100,0.0,100,0,-1.4042109792970325,
M2,131,nominal,M2_nominal_0131,B,M3,True,R,-1.3699139726070118,100,0.03,97,3,-1.3824196323455895,-0.9655643077263222
M2,131,nominal,M2_nominal_0131,B,M3,True,L,-1.413747616152354,100,0.02,98,2,-1.4185332883889863,-1.179249676557367
M2,132,nominal,M2_nominal_0132,B,M1,True,R,-1.316456477388112,100,0.0,100,0,-1.316456477388112,
M2,132,nominal,M2_nominal_0132,B,M1,True,L,-1.5072238142100647,100,0.0,100,0,-1.5072238142100647,
M2,132,nominal,M2_nominal_0132,B,M2,True,R,-1.3154048523623896,100,0.0,100,0,-1.3154048523623896,
M2,132,nominal,M2_nominal_0132,B,M2,True,L,-1.5075785744912742,100,0.04,96,4,-1.51979925571743,-1.2142822250635394
M2,132,nominal,M2_nominal_0132,B,M3,True,R,-1.3166116924088742,100,0.0,100,0,-1.3166116924088742,
M2,132,nominal,M2_nominal_0132,B,M3,True,L,-1.5071617129529558,100,0.0,100,0,-1.5071617129529558,
M2,133,nominal,M2_nominal_0133,B,M1,True,R,-0.9035077745693261,100,0.0,100,0,-0.9035077745693261,
M2,133,nominal,M2_nominal_0133,B,M1,True,L,-1.2761327838817549,100,0.0,100,0,-1.2761327838817549,
M2,133,nominal,M2_nominal_0133,B,M2,True,R,-0.9088377451527054,100,0.0,100,0,-0.9088377451527054,
M2,133,nominal,M2_nominal_0133,B,M2,True,L,-1.2741563791169002,100,0.0,100,0,-1.2741563791169002,
M2,133,nominal,M2_nominal_0133,B,M3,True,R,-0.9013373366208001,100,0.0,100,0,-0.9013373366208001,
M2,133,nominal,M2_nominal_0133,B,M3,True,L,-1.2752237410536762,100,0.0,100,0,-1.2752237410536762,
M2,134,nominal,M2_nominal_0134,B,M1,True,R,-1.5651256994690326,100,0.0,100,0,-1.5651256994690326,
M2,134,nominal,M2_nominal_0134,B,M1,True,L,-2.2036146614276255,100,0.0,100,0,-2.2036146614276255,
M2,134,nominal,M2_nominal_0134,B,M2,True,R,-1.5648360051756207,100,0.0,100,0,-1.5648360051756207,
M2,134,nominal,M2_nominal_0134,B,M2,True,L,-2.2027278000802584,100,0.0,100,0,-2.2027278000802584,
M2,134,nominal,M2_nominal_0134,B,M3,True,R,-1.5648689803087443,100,0.0,100,0,-1.5648689803087443,
M2,134,nominal,M2_nominal_0134,B,M3,True,L,-2.203830588605816,100,0.0,100,0,-2.203830588605816,
M2,135,nominal,M2_nominal_0135,B,M1,True,R,-1.0015515263968233,100,0.02,98,2,-1.006937401658788,-0.7376436385605489
M2,135,nominal,M2_nominal_0135,B,M1,True,L,-1.1700629930061628,100,0.0,100,0,-1.1700629930061628,
M2,135,nominal,M2_nominal_0135,B,M2,True,R,-1.0041571748881302,100,0.01,99,1,-1.0105316548674217,-0.37308365693827744
M2,135,nominal,M2_nominal_0135,B,M2,True,L,-1.1564236845992444,100,0.0,100,0,-1.1564236845992444,
M2,135,nominal,M2_nominal_0135,B,M3,True,R,-1.0024701292840463,100,0.0,100,0,-1.0024701292840463,
M2,135,nominal,M2_nominal_0135,B,M3,True,L,-1.1589805556115877,100,0.02,98,2,-1.1710516360571932,-0.5674976137769157
M2,136,nominal,M2_nominal_0136,B,M1,True,R,-2.297808227868426,100,0.0,100,0,-2.297808227868426,
M2,136,nominal,M2_nominal_0136,B,M1,True,L,-2.5633671867702414,100,0.0,100,0,-2.5633671867702414,
M2,136,nominal,M2_nominal_0136,B,M2,True,R,-2.289272558706065,100,0.04,96,4,-2.3684266369896227,-0.3895746799006641
M2,136,nominal,M2_nominal_0136,B,M2,True,L,-2.558481644533013,100,0.05,95,5,-2.5701960352109454,-2.335908221652301
M2,136,nominal,M2_nominal_0136,B,M3,True,R,-2.306257269716776,100,0.0,100,0,-2.306257269716776,
M2,136,nominal,M2_nominal_0136,B,M3,True,L,-2.557102909796096,100,0.01,99,1,-2.5309904267361985,-5.14223873272596
M2,137,nominal,M2_nominal_0137,B,M1,True,R,-1.5289342193433557,100,0.02,98,2,-1.5280942437300884,-1.570093024393447
M2,137,nominal,M2_nominal_0137,B,M1,True,L,-1.8667036883583463,100,0.0,100,0,-1.8667036883583463,
M2,137,nominal,M2_nominal_0137,B,M2,True,R,-1.5138976103724033,100,0.01,99,1,-1.5099595048919006,-1.9037700529422046
M2,137,nominal,M2_nominal_0137,B,M2,True,L,-1.8753253766455296,100,0.0,100,0,-1.8753253766455296,
M2,137,nominal,M2_nominal_0137,B,M3,True,R,-1.529418771198315,100,0.0,100,0,-1.529418771198315,
M2,137,nominal,M2_nominal_0137,B,M3,True,L,-1.8634815205147326,100,0.0,100,0,-1.8634815205147326,
M2,138,nominal,M2_nominal_0138,B,M1,True,R,-1.2136962915655511,100,0.2,80,20,-1.2029802072462954,-1.256560628842573
M2,138,nominal,M2_nominal_0138,B,M1,True,L,-1.4631080785725097,100,0.0,100,0,-1.4631080785725097,
M2,138,nominal,M2_nominal_0138,B,M2,True,R,-1.2135104432515922,100,0.05,95,5,-1.2040967521443298,-1.392370574289577
M2,138,nominal,M2_nominal_0138,B,M2,True,L,-1.463417345086668,100,0.0,100,0,-1.463417345086668,
M2,138,nominal,M2_nominal_0138,B,M3,True,R,-1.2125379008877406,100,0.0,100,0,-1.2125379008877406,
M2,138,nominal,M2_nominal_0138,B,M3,True,L,-1.4713284616822946,100,0.0,100,0,-1.4713284616822946,
M2,139,nominal,M2_nominal_0139,B,M1,True,R,-1.2742346289953355,100,0.0,100,0,-1.2742346289953355,
M2,139,nominal,M2_nominal_0139,B,M1,True,L,-14.449600870781818,100,0.01,99,1,-14.581826663896681,-1.3592473524104682
M2,139,nominal,M2_nominal_0139,B,M2,True,R,-1.2311729167134322,100,0.0,100,0,-1.2311729167134322,
M2,139,nominal,M2_nominal_0139,B,M2,True,L,-11.047519996837522,100,0.0,100,0,-11.047519996837522,
M2,139,nominal,M2_nominal_0139,B,M3,True,R,-1.2457594824770644,100,0.0,100,0,-1.2457594824770644,
M2,139,nominal,M2_nominal_0139,B,M3,True,L,-15.682492623522325,100,0.02,98,2,-15.985734056910744,-0.8236623874897419
M2,140,nominal,M2_nominal_0140,B,M1,True,R,-1.6303447146682655,100,0.0,100,0,-1.6303447146682655,
M2,140,nominal,M2_nominal_0140,B,M1,True,L,-1.9119487078105084,100,0.0,100,0,-1.9119487078105084,
M2,140,nominal,M2_nominal_0140,B,M2,True,R,-1.6519232323567985,100,0.0,100,0,-1.6519232323567985,
M2,140,nominal,M2_nominal_0140,B,M2,True,L,-1.9058800101014335,100,0.0,100,0,-1.9058800101014335,
M2,140,nominal,M2_nominal_0140,B,M3,True,R,-1.6490690724446129,100,0.0,100,0,-1.6490690724446129,
M2,140,nominal,M2_nominal_0140,B,M3,True,L,-1.9000911226826143,100,0.0,100,0,-1.9000911226826143,
M2,141,nominal,M2_nominal_0141,B,M1,True,R,-1.0360033238283892,100,0.03,97,3,-1.0252320471614855,-1.3842746027249373
M2,141,nominal,M2_nominal_0141,B,M1,True,L,-1.0510370370844948,100,0.03,97,3,-1.0574490651000183,-0.8437147979158975
M2,141,nominal,M2_nominal_0141,B,M2,True,R,-1.0321829351772316,100,0.02,98,2,-1.0253385539219784,-1.3675576166846435
M2,141,nominal,M2_nominal_0141,B,M2,True,L,-1.0472745638097418,100,0.08,92,8,-0.9821702201038365,-1.7959745164276515
M2,141,nominal,M2_nominal_0141,B,M3,True,R,-1.033920858420531,100,0.0,100,0,-1.033920858420531,
M2,141,nominal,M2_nominal_0141,B,M3,True,L,-1.0481722729929537,100,0.0,100,0,-1.0481722729929537,
M2,142,nominal,M2_nominal_0142,B,M1,True,R,-6.033635052425891,100,0.57,43,57,-0.7717796611287596,-10.003104909018461
M2,142,nominal,M2_nominal_0142,B,M1,True,L,-0.8930619117330231,100,0.0,100,0,-0.8930619117330231,
M2,142,nominal,M2_nominal_0142,B,M2,True,R,-122.07087477839922,100,0.6,40,60,-0.7544147344488726,-202.9485148076994
M2,142,nominal,M2_nominal_0142,B,M2,True,L,-0.8991380388926038,100,0.0,100,0,-0.8991380388926038,
M2,142,nominal,M2_nominal_0142,B,M3,True,R,-10.132614988890312,100,0.52,48,52,-0.8001501189918102,-18.747197945719694
M2,142,nominal,M2_nominal_0142,B,M3,True,L,-0.8964553717737878,100,0.0,100,0,-0.8964553717737878,
M2,143,nominal,M2_nominal_0143,B,M1,True,R,-1.692063400071699,100,0.0,100,0,-1.692063400071699,
M2,143,nominal,M2_nominal_0143,B,M1,True,L,-1.8358396785607942,100,0.0,100,0,-1.8358396785607942,
M2,143,nominal,M2_nominal_0143,B,M2,True,R,-1.6919720157819258,100,0.0,100,0,-1.6919720157819258,
M2,143,nominal,M2_nominal_0143,B,M2,True,L,-1.8362314528146442,100,0.0,100,0,-1.8362314528146442,
M2,143,nominal,M2_nominal_0143,B,M3,True,R,-1.6920399207948182,100,0.0,100,0,-1.6920399207948182,
M2,143,nominal,M2_nominal_0143,B,M3,True,L,-1.8361603309017895,100,0.0,100,0,-1.8361603309017895,
M2,144,nominal,M2_nominal_0144,B,M1,True,R,-1.0481543668239095,100,0.0,100,0,-1.0481543668239095,
M2,144,nominal,M2_nominal_0144,B,M1,True,L,-1.0871716458700642,100,0.0,100,0,-1.0871716458700642,
M2,144,nominal,M2_nominal_0144,B,M2,True,R,-1.052444763095354,100,0.0,100,0,-1.052444763095354,
M2,144,nominal,M2_nominal_0144,B,M2,True,L,-1.087045786787643,100,0.0,100,0,-1.087045786787643,
M2,144,nominal,M2_nominal_0144,B,M3,True,R,-1.0465427504583154,100,0.02,98,2,-1.0494382335499504,-0.904664078968195
M2,144,nominal,M2_nominal_0144,B,M3,True,L,-1.0900253350322648,100,0.0,100,0,-1.0900253350322648,
M2,145,nominal,M2_nominal_0145,B,M1,True,R,-1.1400319613312295,100,0.0,100,0,-1.1400319613312295,
M2,145,nominal,M2_nominal_0145,B,M1,True,L,-1.2907447836803863,100,0.2,80,20,-1.1083438857611583,-2.0203483753572966
M2,145,nominal,M2_nominal_0145,B,M2,True,R,-1.1330020044799014,100,0.0,100,0,-1.1330020044799014,
M2,145,nominal,M2_nominal_0145,B,M2,True,L,-1.0166144354261188,100,0.2,80,20,-1.110023284159008,-0.6429790404945612
M2,145,nominal,M2_nominal_0145,B,M3,True,R,-1.1405992000680996,100,0.0,100,0,-1.1405992000680996,
M2,145,nominal,M2_nominal_0145,B,M3,True,L,-1.781939027721431,100,0.04,96,4,-1.8143214658123472,-1.0047605135394384
M2,146,nominal,M2_nominal_0146,B,M1,True,R,-1.0878280344015017,100,0.0,100,0,-1.0878280344015017,
M2,146,nominal,M2_nominal_0146,B,M1,True,L,-1.5927373259051993,100,0.02,98,2,-1.6090596728642317,-0.7929423249126223
M2,146,nominal,M2_nominal_0146,B,M2,True,R,-1.0878503901529202,100,0.0,100,0,-1.0878503901529202,
M2,146,nominal,M2_nominal_0146,B,M2,True,L,-1.5900385284241296,100,0.01,99,1,-1.5980977916088772,-0.7921714731341397
M2,146,nominal,M2_nominal_0146,B,M3,True,R,-1.089383077989602,100,0.0,100,0,-1.089383077989602,
M2,146,nominal,M2_nominal_0146,B,M3,True,L,-1.5930139199058448,100,0.0,100,0,-1.5930139199058448,
M2,147,nominal,M2_nominal_0147,B,M1,True,R,-1.2892465216313074,100,0.01,99,1,-1.2763584226142066,-2.5651683243243006
M2,147,nominal,M2_nominal_0147,B,M1,True,L,-1.2276039224706854,100,0.02,98,2,-1.2263259441449033,-1.2902248604340123
M2,147,nominal,M2_nominal_0147,B,M2,True,R,-1.289649040854326,100,0.01,99,1,-1.2758633644792627,-2.6544310019855883
M2,147,nominal,M2_nominal_0147,B,M2,True,L,-1.2237390446664862,100,0.03,97,3,-1.2010687015762125,-1.9567468045853287
M2,147,nominal,M2_nominal_0147,B,M3,True,R,-1.286495149584345,100,0.01,99,1,-1.2917162943340033,-0.769601819368189
M2,147,nominal,M2_nominal_0147,B,M3,True,L,-1.229201982173655,100,0.0,100,0,-1.229201982173655,
M2,148,nominal,M2_nominal_0148,B,M1,True,R,-1.6082718011306105,100,0.0,100,0,-1.6082718011306105,
M2,148,nominal,M2_nominal_0148,B,M1,True,L,-1.9778582150063222,100,0.01,99,1,-1.9821058522479962,-1.5573421280805713
M2,148,nominal,M2_nominal_0148,B,M2,True,R,-1.607330751265883,100,0.0,100,0,-1.607330751265883,
M2,148,nominal,M2_nominal_0148,B,M2,True,L,-1.9751394370333681,100,0.02,98,2,-1.9865408627811303,-1.4164695753930365
M2,148,nominal,M2_nominal_0148,B,M3,True,R,-1.6066988589875293,100,0.0,100,0,-1.6066988589875293,
M2,148,nominal,M2_nominal_0148,B,M3,True,L,-1.9752408252094107,100,0.0,100,0,-1.9752408252094107,
M2,149,nominal,M2_nominal_0149,B,M1,True,R,-0.6602664120517526,100,0.02,98,2,-0.6673855099256704,-0.3114306162297872
M2,149,nominal,M2_nominal_0149,B,M1,True,L,-0.8153758368767084,100,0.0,100,0,-0.8153758368767084,
M2,149,nominal,M2_nominal_0149,B,M2,True,R,-0.662874444263604,100,0.09,91,9,-0.7035851566875486,-0.251243907532609
M2,149,nominal,M2_nominal_0149,B,M2,True,L,-0.810331346118541,100,0.0,100,0,-0.810331346118541,
M2,149,nominal,M2_nominal_0149,B,M3,True,R,-0.656470054182184,100,0.0,100,0,-0.656470054182184,
M2,149,nominal,M2_nominal_0149,B,M3,True,L,-0.815105783974533,100,0.03,97,3,-0.8282958079342694,-0.3886283426097263
M2,150,nominal,M2_nominal_0150,B,M1,True,R,-1.175188718417749,100,0.0,100,0,-1.175188718417749,
M2,150,nominal,M2_nominal_0150,B,M1,True,L,-22.5221212242797,100,0.22,78,22,-1.3065940728517198,-97.74080839752436
M2,150,nominal,M2_nominal_0150,B,M2,True,R,-1.1811227622807068,100,0.0,100,0,-1.1811227622807068,
M2,150,nominal,M2_nominal_0150,B,M2,True,L,-0.21311441228051772,100,0.24,76,24,-1.3204584541443347,3.29347505362157
M2,150,nominal,M2_nominal_0150,B,M3,True,R,-1.1762119767056196,100,0.0,100,0,-1.1762119767056196,
M2,150,nominal,M2_nominal_0150,B,M3,True,L,-26.8965696422225,100,0.14,86,14,-1.3764321106238253,-183.66312876490005
M2,151,nominal,M2_nominal_0151,B,M1,True,R,-0.8466887882388151,100,0.0,100,0,-0.8466887882388151,
M2,151,nominal,M2_nominal_0151,B,M1,True,L,-0.890913107135443,100,0.0,100,0,-0.890913107135443,
M2,151,nominal,M2_nominal_0151,B,M2,True,R,-0.847020911852041,100,0.0,100,0,-0.847020911852041,
M2,151,nominal,M2_nominal_0151,B,M2,True,L,-0.8913424193899614,100,0.0,100,0,-0.8913424193899614,
M2,151,nominal,M2_nominal_0151,B,M3,True,R,-0.8477182464842242,100,0.01,99,1,-0.8506596453757937,-0.5565197562188565
M2,151,nominal,M2_nominal_0151,B,M3,True,L,-0.8905142626382073,100,0.0,100,0,-0.8905142626382073,
M2,152,nominal,M2_nominal_0152,B,M1,True,R,-1.081343844243589,100,0.0,100,0,-1.081343844243589,
M2,152,nominal,M2_nominal_0152,B,M1,True,L,-1.6793648481597707,100,0.0,100,0,-1.6793648481597707,
M2,152,nominal,M2_nominal_0152,B,M2,True,R,-1.079273853582673,100,0.0,100,0,-1.079273853582673,
M2,152,nominal,M2_nominal_0152,B,M2,True,L,-1.6811157423915872,100,0.0,100,0,-1.6811157423915872,
M2,152,nominal,M2_nominal_0152,B,M3,True,R,-1.080781125432518,100,0.0,100,0,-1.080781125432518,
M2,152,nominal,M2_nominal_0152,B,M3,True,L,-1.675617382631073,100,0.0,100,0,-1.675617382631073,
M2,153,nominal,M2_nominal_0153,B,M1,True,R,-0.8651860324678242,100,0.0,100,0,-0.8651860324678242,
M2,153,nominal,M2_nominal_0153,B,M1,True,L,-1.2358480742207734,100,0.0,100,0,-1.2358480742207734,
M2,153,nominal,M2_nominal_0153,B,M2,True,R,-0.865571489264527,100,0.0,100,0,-0.865571489264527,
M2,153,nominal,M2_nominal_0153,B,M2,True,L,-1.230809295617636,100,0.01,99,1,-1.237927155626506,-0.5261411547394974
M2,153,nominal,M2_nominal_0153,B,M3,True,R,-0.8667694078561571,100,0.0,100,0,-0.8667694078561571,
M2,153,nominal,M2_nominal_0153,B,M3,True,L,-1.2290994277116105,100,0.01,99,1,-1.2318712438237505,-0.9546896326097479
M2,154,nominal,M2_nominal_0154,B,M1,True,R,-0.9785008230242056,100,0.02,98,2,-0.9765731598647168,-1.0729563178391568
M2,154,nominal,M2_nominal_0154,B,M1,True,L,-0.8413068730988554,100,0.0,100,0,-0.8413068730988554,
M2,154,nominal,M2_nominal_0154,B,M2,True,R,-0.9760882356459618,100,0.0,100,0,-0.9760882356459618,
M2,154,nominal,M2_nominal_0154,B,M2,True,L,-0.8400427241953176,100,0.0,100,0,-0.8400427241953176,
M2,154,nominal,M2_nominal_0154,B,M3,True,R,-0.9826289780125806,100,0.0,100,0,-0.9826289780125806,
M2,154,nominal,M2_nominal_0154,B,M3,True,L,-0.8406526171317682,100,0.0,100,0,-0.8406526171317682,
M2,155,nominal,M2_nominal_0155,B,M1,True,R,-0.12932550596752013,100,0.0,100,0,-0.12932550596752013,
M2,155,nominal,M2_nominal_0155,B,M1,True,L,0.1825781561011699,100,0.0,100,0,0.1825781561011699,
M2,155,nominal,M2_nominal_0155,B,M2,True,R,-0.030547710537893354,100,0.0,100,0,-0.030547710537893354,
M2,155,nominal,M2_nominal_0155,B,M2,True,L,0.18500475540639869,100,0.0,100,0,0.18500475540639869,
M2,155,nominal,M2_nominal_0155,B,M3,True,R,-0.11402379426124142,100,0.0,100,0,-0.11402379426124142,
M2,155,nominal,M2_nominal_0155,B,M3,True,L,0.18075546660486871,100,0.0,100,0,0.18075546660486871,
M2,156,nominal,M2_nominal_0156,B,M1,True,R,-21620.262553847708,100,0.55,45,55,-0.7597883482132312,-39308.94663471093
M2,156,nominal,M2_nominal_0156,B,M1,True,L,-0.9558511576707415,100,0.09,91,9,-0.9792740521455576,-0.7190196690920456
M2,156,nominal,M2_nominal_0156,B,M2,True,R,-282965.8554215785,100,0.55,45,55,-0.770571114021002,-514482.74302650406
M2,156,nominal,M2_nominal_0156,B,M2,True,L,-1.2254909063607726,100,0.08,92,8,-0.9623743809601136,-4.25133094846835
M2,156,nominal,M2_nominal_0156,B,M3,True,R,-27252.00376754581,100,0.51,49,51,-0.8946013963709697,-53434.44198600311
M2,156,nominal,M2_nominal_0156,B,M3,True,L,-0.9097679670260118,100,0.0,100,0,-0.9097679670260118,
M2,157,nominal,M2_nominal_0157,B,M1,True,R,-1.2112788370536476,100,0.0,100,0,-1.2112788370536476,
M2,157,nominal,M2_nominal_0157,B,M1,True,L,-1.4398027140285705,100,0.01,99,1,-1.4409648462126476,-1.3247516278049687
M2,157,nominal,M2_nominal_0157,B,M2,True,R,-1.2065024939209767,100,0.01,99,1,-1.2093172632119082,-0.9278403341187569
M2,157,nominal,M2_nominal_0157,B,M2,True,L,-1.437749776911594,100,0.0,100,0,-1.437749776911594,
M2,157,nominal,M2_nominal_0157,B,M3,True,R,-1.210635131873122,100,0.0,100,0,-1.210635131873122,
M2,157,nominal,M2_nominal_0157,B,M3,True,L,-1.4379104215346492,100,0.0,100,0,-1.4379104215346492,
M2,158,nominal,M2_nominal_0158,B,M1,True,R,-1.1125258971120981,100,0.03,97,3,-1.1179037418755489,-0.9386422497605312
M2,158,nominal,M2_nominal_0158,B,M1,True,L,-1.0095843600866532,100,0.02,98,2,-1.0123654671008164,-0.8733101163926587
M2,158,nominal,M2_nominal_0158,B,M2,True,R,-1.1083066060878588,100,0.05,95,5,-1.1166178561253421,-0.9503928553756783
M2,158,nominal,M2_nominal_0158,B,M2,True,L,-0.9958731187907293,100,0.0,100,0,-0.9958731187907293,
M2,158,nominal,M2_nominal_0158,B,M3,True,R,-1.1127139166943305,100,0.0,100,0,-1.1127139166943305,
M2,158,nominal,M2_nominal_0158,B,M3,True,L,-1.0128075928665192,100,0.0,100,0,-1.0128075928665192,
M2,159,nominal,M2_nominal_0159,B,M1,True,R,-0.9826979486312948,100,0.0,100,0,-0.9826979486312948,
M2,159,nominal,M2_nominal_0159,B,M1,True,L,-1.0818633765735153,100,0.0,100,0,-1.0818633765735153,
M2,159,nominal,M2_nominal_0159,B,M2,True,R,-0.9818883215125775,100,0.0,100,0,-0.9818883215125775,
M2,159,nominal,M2_nominal_0159,B,M2,True,L,-1.0823884859889255,100,0.0,100,0,-1.0823884859889255,
M2,159,nominal,M2_nominal_0159,B,M3,True,R,-0.9834386517392788,100,0.0,100,0,-0.9834386517392788,
M2,159,nominal,M2_nominal_0159,B,M3,True,L,-1.0806016457555603,100,0.0,100,0,-1.0806016457555603,
M2,160,nominal,M2_nominal_0160,B,M1,True,R,-1.4919033250832225,100,0.0,100,0,-1.4919033250832225,
M2,160,nominal,M2_nominal_0160,B,M1,True,L,-1.6361142246517384,100,0.0,100,0,-1.6361142246517384,
M2,160,nominal,M2_nominal_0160,B,M2,True,R,-1.490987581670818,100,0.0,100,0,-1.490987581670818,
M2,160,nominal,M2_nominal_0160,B,M2,True,L,-1.6347267198286404,100,0.0,100,0,-1.6347267198286404,
M2,160,nominal,M2_nominal_0160,B,M3,True,R,-1.485403092686733,100,0.0,100,0,-1.485403092686733,
M2,160,nominal,M2_nominal_0160,B,M3,True,L,-1.6350264979608773,100,0.0,100,0,-1.6350264979608773,
M2,161,nominal,M2_nominal_0161,B,M1,True,R,-1.4072727439932484,100,0.05,95,5,-1.4059993349716466,-1.4314675154036813
M2,161,nominal,M2_nominal_0161,B,M1,True,L,-1.5317590750429586,100,0.01,99,1,-1.5340648907259415,-1.3034833224276312
M2,161,nominal,M2_nominal_0161,B,M2,True,R,-1.4074100111272287,100,0.02,98,2,-1.4041827354670784,-1.5655465184745798
M2,161,nominal,M2_nominal_0161,B,M2,True,L,-1.5302239845062775,100,0.01,99,1,-1.5327862894290192,-1.2765557971548642
M2,161,nominal,M2_nominal_0161,B,M3,True,R,-1.4095321554064997,100,0.0,100,0,-1.4095321554064997,
M2,161,nominal,M2_nominal_0161,B,M3,True,L,-1.5321081680740698,100,0.0,100,0,-1.5321081680740698,
M2,162,nominal,M2_nominal_0162,B,M1,True,R,-1.5105168493940726,100,0.0,100,0,-1.5105168493940726,
M2,162,nominal,M2_nominal_0162,B,M1,True,L,-1.6571370921542095,100,0.0,100,0,-1.6571370921542095,
M2,162,nominal,M2_nominal_0162,B,M2,True,R,-1.5103011388562506,100,0.0,100,0,-1.5103011388562506,
M2,162,nominal,M2_nominal_0162,B,M2,True,L,-1.661382398834973,100,0.0,100,0,-1.661382398834973,
M2,162,nominal,M2_nominal_0162,B,M3,True,R,-1.509571622280272,100,0.0,100,0,-1.509571622280272,
M2,162,nominal,M2_nominal_0162,B,M3,True,L,-1.6544579989216033,100,0.0,100,0,-1.6544579989216033,
M2,163,nominal,M2_nominal_0163,B,M1,True,R,-1.4644861110185474,100,0.01,99,1,-1.4690606600825717,-1.0116057536801337
M2,163,nominal,M2_nominal_0163,B,M1,True,L,-1.6813447918306137,100,0.0,100,0,-1.6813447918306137,
M2,163,nominal,M2_nominal_0163,B,M2,True,R,-1.465020899987808,100,0.0,100,0,-1.465020899987808,
M2,163,nominal,M2_nominal_0163,B,M2,True,L,-1.6819745973723617,100,0.0,100,0,-1.6819745973723617,
M2,163,nominal,M2_nominal_0163,B,M3,True,R,-1.4641747126589857,100,0.0,100,0,-1.4641747126589857,
M2,163,nominal,M2_nominal_0163,B,M3,True,L,-1.6816770155625236,100,0.0,100,0,-1.6816770155625236,
M2,164,nominal,M2_nominal_0164,B,M1,True,R,-1.6875538899409503,100,0.0,100,0,-1.6875538899409503,
M2,164,nominal,M2_nominal_0164,B,M1,True,L,-1.7980766410193245,100,0.04,96,4,-1.8171068230774472,-1.3413522716243786
M2,164,nominal,M2_nominal_0164,B,M2,True,R,-1.6874072323597715,100,0.0,100,0,-1.6874072323597715,
M2,164,nominal,M2_nominal_0164,B,M2,True,L,-1.7969149331960232,100,0.08,92,8,-1.816827389188243,-1.5679216892855028
M2,164,nominal,M2_nominal_0164,B,M3,True,R,-1.6840064652538718,100,0.0,100,0,-1.6840064652538718,
M2,164,nominal,M2_nominal_0164,B,M3,True,L,-1.7994459496743198,100,0.0,100,0,-1.7994459496743198,
M2,165,nominal,M2_nominal_0165,B,M1,True,R,-1.5218275224103486,100,0.0,100,0,-1.5218275224103486,
M2,165,nominal,M2_nominal_0165,B,M1,True,L,-1.7473883644305042,100,0.19,81,19,-1.7217876531652276,-1.8565282387719477
M2,165,nominal,M2_nominal_0165,B,M2,True,R,-1.522111474509866,100,0.01,99,1,-1.5271340641601314,-1.0248750991336033
M2,165,nominal,M2_nominal_0165,B,M2,True,L,-1.7471365774628456,100,0.02,98,2,-1.7483243399257458,-1.6889362167807285
M2,165,nominal,M2_nominal_0165,B,M3,True,R,-1.5263811325713508,100,0.01,99,1,-1.5290890893274334,-1.2582934137191826
