generating_model,replicate,sample_kind,source_participant,truth_source,log_k_R,log_k_L,log_beta,alpha,delta_L,log_b,log_sigma
M2,66,nominal,goz8d3fp9,run_a_map,1.9065520414845512,-0.3465923711168429,0.5870655033355142,0.9603371179262288,0.1414557586542252,-8.838282228137947,-0.7292916584512078
M2,67,nominal,hrqn8w6vu,run_a_map,1.8184030796037869,1.7988226952710746,-1.1908016125391738,0.693344915182297,0.3074015269736375,-6.15738319867873,-0.7765746820252815
M2,68,nominal,ig1j8ozi9,run_a_map,3.750254164829818,1.329653240608618,-0.0961461926240289,0.7703748418676748,0.3176555492284871,-5.546941210758618,-0.9730947577612612
M2,69,nominal,iogaivfgt,run_a_map,0.9861843514672184,0.4481568944704595,-0.379627867437587,1.1657765847346926,0.1021509609084086,-7.992726976617496,-0.9417929518551156
M2,70,nominal,ir0t9ca41,run_a_map,0.0951154312711878,0.0876136604023912,-0.5898839026571324,0.4026793670202145,0.3166046098417424,-7.881163559974523,-0.7810176382539149
M2,71,nominal,jtf46arcd,run_a_map,1.5088004395988772,-0.6352815570849079,-0.984642959039821,1.2275691848491816,-0.1425978707140741,-8.778778315269815,-0.8099187824591855
M2,72,nominal,kimjztxjq,run_a_map,1.7490588775965437,0.9185504667130412,-0.2025367740757917,1.1954378756386073,0.3656579337558493,-6.268127600973081,-0.8733029337215218
M2,73,nominal,kqi5vqk0e,run_a_map,2.824008653478874,0.3867396246698618,0.1752128847830824,-0.12996808250949,0.98488880749844,-7.25916229164272,-0.620892037147271
M2,74,nominal,ljm2sl8s0,run_a_map,1.0255883334569085,0.0139936727958183,0.7860240705401725,0.9731255532803144,0.0584793500054195,-7.868225307480776,-1.080872325645841
M2,75,nominal,mu73zwng6,run_a_map,1.5549023956806782,0.5375889264793495,-0.4920401483984777,0.7083991376345178,0.1469039579538359,-6.757092292002743,-0.8338312586223384
M2,76,nominal,n08qsd76x,run_a_map,1.085984201088399,0.814519262643687,-0.3288673117152761,0.8779473242974243,0.3391425621088654,-7.177945573622886,-0.8863731602188137
M2,77,nominal,nvbinkqjq,run_a_map,1.3539067111727303,-0.2508986737240889,-0.3504873849308455,1.087000907372694,0.1680436279379424,-8.297752074080986,-0.9182010440382344
M2,78,nominal,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,79,nominal,od96gfdym,run_a_map,2.2529462433718845,-0.1156611647143244,-0.1529250169779241,0.5936387425137859,0.1680336016171965,-7.294858175582507,-0.7359569594467272
M2,80,nominal,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,81,nominal,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,82,nominal,p5lejwwzi,run_a_map,-0.1941154368304617,-0.3909811265232601,-2.070353017217847,0.6845328660297778,0.034859227711983,-7.943010771008957,-0.5387055709321852
M2,83,nominal,qhp782ect,run_a_map,2.004636698864433,-1.2287614772961597,0.0009288462451655,0.8697435169709455,0.0576488964318644,-10.605165049283846,-0.8887865123739092
M2,84,nominal,rncbe0zlg,run_a_map,-0.0367101360899682,-0.036847236183863,0.7737648530504774,0.7651684426916231,0.2361294121322011,-8.653626050195014,-1.18519219168878
M2,85,nominal,ru26ufirj,run_a_map,1.8829972451819523,-1.5478780178861262,0.852374772347234,0.5854162326927577,0.5337548035214779,-9.8184381642163,-0.4492411905577324
M2,86,nominal,rv0b4sx2y,run_a_map,-1.253986302629707,1.6564708237162071,-0.8670954259191314,0.3277627298507498,0.1534823191138316,-9.631781845138514,-0.8309915946136064
M2,87,nominal,s4xqtibhr,run_a_map,0.9881413059472774,0.94918183439524,-1.4899267615658631,0.404649128096702,0.3367770529335759,-6.368439931132998,0.2919191638425252
M2,88,nominal,t0p3bj6ne,run_a_map,-0.3066988640259726,0.5365605266097941,0.6180696154555886,0.8238134949277677,0.3250684448571243,-7.8459558017189295,-0.7577965934383947
M2,89,nominal,ta33uq804,run_a_map,2.027941184490752,0.210459784473821,-0.3905514082060509,0.9426642674304776,0.1834553359383306,-8.421778780758903,-1.10480587419849
M2,90,nominal,u3yyfob1i,run_a_map,1.1881084226207463,1.718093743286201,-2.247345881019746,0.7037103244984821,-0.178245401842003,-5.045158027912307,-0.8492207547981989
M2,91,nominal,uq15yb622,run_a_map,1.0814272144394057,0.7029955309432269,0.6069601854960134,1.136266415010468,0.2530049244998055,-6.813987230881775,-1.0375204987884996
M2,92,nominal,vdnjz8uta,run_a_map,-0.1119179835447114,-0.622893728963753,2.969238121450107,0.7409822049539577,0.1330075959402978,-9.12601656363468,-1.099645435487172
M2,93,nominal,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,94,nominal,x71tw2ykd,run_a_map,-0.4564574438594017,1.0215407466803903,0.2527974411505072,1.1323544377905863,0.1789931149000144,-8.932624496969051,-0.852387583992814
M2,95,nominal,xh8tt6q04,run_a_map,-0.8756243779385436,-1.456035242813932,-0.852649312781463,0.5502165930753727,0.1168712889006455,-9.94548590472193,-1.0349249861183871
M2,96,nominal,xq3i744zg,run_a_map,1.879376670376196,1.4411264020037489,-1.4798523934600882,0.5894325708537623,0.1014463232103692,-4.5946204605733305,-0.7961193920301434
M2,97,nominal,yj444yij9,run_a_map,2.0848452470970376,0.3482560018129131,-0.5612502249457088,0.6584388758215736,0.2020371171516181,-7.777001340854348,-0.8770768670652145
M2,98,nominal,2rrjzhgj9,run_a_map,0.5000006222990111,0.1862249692909559,-0.3150230303128474,0.8401788228610807,0.00757878219508,-7.968152782298607,-1.055825231374975
M2,99,nominal,3lmzwis6r,run_a_map,1.1606503272725597,0.1641041896538112,0.2419537373094585,1.0075529299155466,0.3282319461427649,-7.724920782754156,-0.8619412068672724
M2,100,nominal,4f8msviwg,run_a_map,-0.2859560778682714,-0.6502743448612183,-0.4143435022197801,0.5524864118275221,0.1901132396226037,-10.14973313852986,-1.3249584008158588
M2,101,nominal,52b64k0rp,run_a_map,3.176665521290285,2.0151999549770565,-1.9184236916994553,0.6689893416399889,-0.0107973375558542,-4.84216734783012,-0.7803548614306965
M2,102,nominal,5wlmihb4c,run_a_map,2.071870821163076,-0.041429289570594,-0.3938794017196394,0.8007102955411122,-0.1243502080508946,-8.575255356672047,-1.2494360633509112
M2,103,nominal,6owg3par9,run_a_map,0.22889512084113,-0.0396355438456048,1.2153672908837263,0.6745817299719242,0.2454774821434021,-8.26547763540306,-0.9029761830937408
M2,104,nominal,8py7pm5i0,run_a_map,1.27188952325838,1.3200857075627817,-0.5169399782023412,0.340895181730324,0.2373493178870709,-6.328800837879869,-0.8693898002775348
M2,105,nominal,95vrrzevd,run_a_map,1.019054319767042,-0.5650738744401064,0.9112609298813495,0.7683834523234673,-0.1089043520441893,-8.997346292653857,-1.2141210435187135
M2,106,nominal,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,107,nominal,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,108,nominal,ck5f3lx8c,run_a_map,0.9782196731651908,0.0962870513826637,0.7848780545166985,0.7915569744520184,0.268310156024,-8.217573187957575,-1.0858422024404133
M2,109,nominal,ctdyczfpw,run_a_map,0.3868582398781555,-1.1431584778128625,0.6710018655083502,0.7994811250171096,-0.1029622919668262,-9.413083409128165,-1.0464089532996104
M2,110,nominal,dasemqdsv,run_a_map,1.7981583458975834,-0.2722568507523458,-0.108628335502602,0.6445296831796488,0.0348576833113925,-8.737383190583365,-1.0052141139742818
M2,111,nominal,derouhkrw,run_a_map,0.5425161576938682,-0.0482417754376325,1.2656186269567389,0.826856952468027,0.3148174699589655,-7.7898455468484125,-0.8785445127452998
M2,112,nominal,dm8t9csqy,run_a_map,2.235721475900522,-0.6536666094157808,0.4674909681518711,0.8679862951040036,0.1954627498438311,-9.67410157460406,-1.0195756759942525
M2,113,nominal,eqi6zanpf,run_a_map,1.5076572421012089,-1.4125374584085226,0.2964851889429821,1.1937782700786217,0.0176796014328758,-10.061506447718244,-1.050507140170906
M2,114,nominal,etxmnk1pg,run_a_map,1.8371229513164031,-0.707987588201678,-0.3891107341347942,0.7667663587190624,0.24647139440554,-9.50776273015965,-0.7904505292115801
M2,115,nominal,goz8d3fp9,run_a_map,1.9065520414845512,-0.3465923711168429,0.5870655033355142,0.9603371179262288,0.1414557586542252,-8.838282228137947,-0.7292916584512078
M2,116,nominal,hrqn8w6vu,run_a_map,1.8184030796037869,1.7988226952710746,-1.1908016125391738,0.693344915182297,0.3074015269736375,-6.15738319867873,-0.7765746820252815
M2,117,nominal,ig1j8ozi9,run_a_map,3.750254164829818,1.329653240608618,-0.0961461926240289,0.7703748418676748,0.3176555492284871,-5.546941210758618,-0.9730947577612612
M2,118,nominal,iogaivfgt,run_a_map,0.9861843514672184,0.4481568944704595,-0.379627867437587,1.1657765847346926,0.1021509609084086,-7.992726976617496,-0.9417929518551156
M2,119,nominal,ir0t9ca41,run_a_map,0.0951154312711878,0.0876136604023912,-0.5898839026571324,0.4026793670202145,0.3166046098417424,-7.881163559974523,-0.7810176382539149
M2,120,nominal,jtf46arcd,run_a_map,1.5088004395988772,-0.6352815570849079,-0.984642959039821,1.2275691848491816,-0.1425978707140741,-8.778778315269815,-0.8099187824591855
M2,121,nominal,kimjztxjq,run_a_map,1.7490588775965437,0.9185504667130412,-0.2025367740757917,1.1954378756386073,0.3656579337558493,-6.268127600973081,-0.8733029337215218
M2,122,nominal,kqi5vqk0e,run_a_map,2.824008653478874,0.3867396246698618,0.1752128847830824,-0.12996808250949,0.98488880749844,-7.25916229164272,-0.620892037147271
M2,123,nominal,ljm2sl8s0,run_a_map,1.0255883334569085,0.0139936727958183,0.7860240705401725,0.9731255532803144,0.0584793500054195,-7.868225307480776,-1.080872325645841
M2,124,nominal,mu73zwng6,run_a_map,1.5549023956806782,0.5375889264793495,-0.4920401483984777,0.7083991376345178,0.1469039579538359,-6.757092292002743,-0.8338312586223384
M2,125,nominal,n08qsd76x,run_a_map,1.085984201088399,0.814519262643687,-0.3288673117152761,0.8779473242974243,0.3391425621088654,-7.177945573622886,-0.8863731602188137
M2,126,nominal,nvbinkqjq,run_a_map,1.3539067111727303,-0.2508986737240889,-0.3504873849308455,1.087000907372694,0.1680436279379424,-8.297752074080986,-0.9182010440382344
M2,127,nominal,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,128,nominal,od96gfdym,run_a_map,2.2529462433718845,-0.1156611647143244,-0.1529250169779241,0.5936387425137859,0.1680336016171965,-7.294858175582507,-0.7359569594467272
M2,129,nominal,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,130,nominal,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,131,nominal,p5lejwwzi,run_a_map,-0.1941154368304617,-0.3909811265232601,-2.070353017217847,0.6845328660297778,0.034859227711983,-7.943010771008957,-0.5387055709321852
M2,132,nominal,qhp782ect,run_a_map,2.004636698864433,-1.2287614772961597,0.0009288462451655,0.8697435169709455,0.0576488964318644,-10.605165049283846,-0.8887865123739092
M2,133,nominal,rncbe0zlg,run_a_map,-0.0367101360899682,-0.036847236183863,0.7737648530504774,0.7651684426916231,0.2361294121322011,-8.653626050195014,-1.18519219168878
M2,134,nominal,ru26ufirj,run_a_map,1.8829972451819523,-1.5478780178861262,0.852374772347234,0.5854162326927577,0.5337548035214779,-9.8184381642163,-0.4492411905577324
M2,135,nominal,rv0b4sx2y,run_a_map,-1.253986302629707,1.6564708237162071,-0.8670954259191314,0.3277627298507498,0.1534823191138316,-9.631781845138514,-0.8309915946136064
M2,136,nominal,s4xqtibhr,run_a_map,0.9881413059472774,0.94918183439524,-1.4899267615658631,0.404649128096702,0.3367770529335759,-6.368439931132998,0.2919191638425252
M2,137,nominal,t0p3bj6ne,run_a_map,-0.3066988640259726,0.5365605266097941,0.6180696154555886,0.8238134949277677,0.3250684448571243,-7.8459558017189295,-0.7577965934383947
M2,138,nominal,ta33uq804,run_a_map,2.027941184490752,0.210459784473821,-0.3905514082060509,0.9426642674304776,0.1834553359383306,-8.421778780758903,-1.10480587419849
M2,139,nominal,u3yyfob1i,run_a_map,1.1881084226207463,1.718093743286201,-2.247345881019746,0.7037103244984821,-0.178245401842003,-5.045158027912307,-0.8492207547981989
M2,140,nominal,uq15yb622,run_a_map,1.0814272144394057,0.7029955309432269,0.6069601854960134,1.136266415010468,0.2530049244998055,-6.813987230881775,-1.0375204987884996
M2,141,nominal,vdnjz8uta,run_a_map,-0.1119179835447114,-0.622893728963753,2.969238121450107,0.7409822049539577,0.1330075959402978,-9.12601656363468,-1.099645435487172
M2,142,nominal,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,143,nominal,x71tw2ykd,run_a_map,-0.4564574438594017,1.0215407466803903,0.2527974411505072,1.1323544377905863,0.1789931149000144,-8.932624496969051,-0.852387583992814
M2,144,nominal,xh8tt6q04,run_a_map,-0.8756243779385436,-1.456035242813932,-0.852649312781463,0.5502165930753727,0.1168712889006455,-9.94548590472193,-1.0349249861183871
M2,145,nominal,xq3i744zg,run_a_map,1.879376670376196,1.4411264020037489,-1.4798523934600882,0.5894325708537623,0.1014463232103692,-4.5946204605733305,-0.7961193920301434
M2,146,nominal,yj444yij9,run_a_map,2.0848452470970376,0.3482560018129131,-0.5612502249457088,0.6584388758215736,0.2020371171516181,-7.777001340854348,-0.8770768670652145
M2,147,nominal,2rrjzhgj9,run_a_map,0.5000006222990111,0.1862249692909559,-0.3150230303128474,0.8401788228610807,0.00757878219508,-7.968152782298607,-1.055825231374975
M2,148,nominal,3lmzwis6r,run_a_map,1.1606503272725597,0.1641041896538112,0.2419537373094585,1.0075529299155466,0.3282319461427649,-7.724920782754156,-0.8619412068672724
M2,149,nominal,4f8msviwg,run_a_map,-0.2859560778682714,-0.6502743448612183,-0.4143435022197801,0.5524864118275221,0.1901132396226037,-10.14973313852986,-1.3249584008158588
M2,150,nominal,52b64k0rp,run_a_map,3.176665521290285,2.0151999549770565,-1.9184236916994553,0.6689893416399889,-0.0107973375558542,-4.84216734783012,-0.7803548614306965
M2,151,nominal,5wlmihb4c,run_a_map,2.071870821163076,-0.041429289570594,-0.3938794017196394,0.8007102955411122,-0.1243502080508946,-8.575255356672047,-1.2494360633509112
M2,152,nominal,6owg3par9,run_a_map,0.22889512084113,-0.0396355438456048,1.2153672908837263,0.6745817299719242,0.2454774821434021,-8.26547763540306,-0.9029761830937408
M2,153,nominal,8py7pm5i0,run_a_map,1.27188952325838,1.3200857075627817,-0.5169399782023412,0.340895181730324,0.2373493178870709,-6.328800837879869,-0.8693898002775348
M2,154,nominal,95vrrzevd,run_a_map,1.019054319767042,-0.5650738744401064,0.9112609298813495,0.7683834523234673,-0.1089043520441893,-8.997346292653857,-1.2141210435187135
M2,155,nominal,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,156,nominal,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,157,nominal,ck5f3lx8c,run_a_map,0.9782196731651908,0.0962870513826637,0.7848780545166985,0.7915569744520184,0.268310156024,-8.217573187957575,-1.0858422024404133
M2,158,nominal,ctdyczfpw,run_a_map,0.3868582398781555,-1.1431584778128625,0.6710018655083502,0.7994811250171096,-0.1029622919668262,-9.413083409128165,-1.0464089532996104
M2,159,nominal,dasemqdsv,run_a_map,1.7981583458975834,-0.2722568507523458,-0.108628335502602,0.6445296831796488,0.0348576833113925,-8.737383190583365,-1.0052141139742818
M2,160,nominal,derouhkrw,run_a_map,0.5425161576938682,-0.0482417754376325,1.2656186269567389,0.826856952468027,0.3148174699589655,-7.7898455468484125,-0.8785445127452998
M2,161,nominal,dm8t9csqy,run_a_map,2.235721475900522,-0.6536666094157808,0.4674909681518711,0.8679862951040036,0.1954627498438311,-9.67410157460406,-1.0195756759942525
M2,162,nominal,eqi6zanpf,run_a_map,1.5076572421012089,-1.4125374584085226,0.2964851889429821,1.1937782700786217,0.0176796014328758,-10.061506447718244,-1.050507140170906
M2,163,nominal,etxmnk1pg,run_a_map,1.8371229513164031,-0.707987588201678,-0.3891107341347942,0.7667663587190624,0.24647139440554,-9.50776273015965,-0.7904505292115801
M2,164,nominal,goz8d3fp9,run_a_map,1.9065520414845512,-0.3465923711168429,0.5870655033355142,0.9603371179262288,0.1414557586542252,-8.838282228137947,-0.7292916584512078
M2,165,nominal,hrqn8w6vu,run_a_map,1.8184030796037869,1.7988226952710746,-1.1908016125391738,0.693344915182297,0.3074015269736375,-6.15738319867873,-0.7765746820252815
M2,166,nominal,ig1j8ozi9,run_a_map,3.750254164829818,1.329653240608618,-0.0961461926240289,0.7703748418676748,0.3176555492284871,-5.546941210758618,-0.9730947577612612
M2,167,nominal,iogaivfgt,run_a_map,0.9861843514672184,0.4481568944704595,-0.379627867437587,1.1657765847346926,0.1021509609084086,-7.992726976617496,-0.9417929518551156
M2,168,nominal,ir0t9ca41,run_a_map,0.0951154312711878,0.0876136604023912,-0.5898839026571324,0.4026793670202145,0.3166046098417424,-7.881163559974523,-0.7810176382539149
M2,169,nominal,jtf46arcd,run_a_map,1.5088004395988772,-0.6352815570849079,-0.984642959039821,1.2275691848491816,-0.1425978707140741,-8.778778315269815,-0.8099187824591855
M2,170,nominal,kimjztxjq,run_a_map,1.7490588775965437,0.9185504667130412,-0.2025367740757917,1.1954378756386073,0.3656579337558493,-6.268127600973081,-0.8733029337215218
M2,171,nominal,kqi5vqk0e,run_a_map,2.824008653478874,0.3867396246698618,0.1752128847830824,-0.12996808250949,0.98488880749844,-7.25916229164272,-0.620892037147271
M2,172,nominal,ljm2sl8s0,run_a_map,1.0255883334569085,0.0139936727958183,0.7860240705401725,0.9731255532803144,0.0584793500054195,-7.868225307480776,-1.080872325645841
M2,173,nominal,mu73zwng6,run_a_map,1.5549023956806782,0.5375889264793495,-0.4920401483984777,0.7083991376345178,0.1469039579538359,-6.757092292002743,-0.8338312586223384
M2,174,nominal,n08qsd76x,run_a_map,1.085984201088399,0.814519262643687,-0.3288673117152761,0.8779473242974243,0.3391425621088654,-7.177945573622886,-0.8863731602188137
M2,175,nominal,nvbinkqjq,run_a_map,1.3539067111727303,-0.2508986737240889,-0.3504873849308455,1.087000907372694,0.1680436279379424,-8.297752074080986,-0.9182010440382344
M2,176,nominal,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,177,nominal,od96gfdym,run_a_map,2.2529462433718845,-0.1156611647143244,-0.1529250169779241,0.5936387425137859,0.1680336016171965,-7.294858175582507,-0.7359569594467272
M2,178,nominal,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,179,nominal,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,180,nominal,p5lejwwzi,run_a_map,-0.1941154368304617,-0.3909811265232601,-2.070353017217847,0.6845328660297778,0.034859227711983,-7.943010771008957,-0.5387055709321852
M2,181,nominal,qhp782ect,run_a_map,2.004636698864433,-1.2287614772961597,0.0009288462451655,0.8697435169709455,0.0576488964318644,-10.605165049283846,-0.8887865123739092
M2,182,nominal,rncbe0zlg,run_a_map,-0.0367101360899682,-0.036847236183863,0.7737648530504774,0.7651684426916231,0.2361294121322011,-8.653626050195014,-1.18519219168878
M2,183,nominal,ru26ufirj,run_a_map,1.8829972451819523,-1.5478780178861262,0.852374772347234,0.5854162326927577,0.5337548035214779,-9.8184381642163,-0.4492411905577324
M2,184,nominal,rv0b4sx2y,run_a_map,-1.253986302629707,1.6564708237162071,-0.8670954259191314,0.3277627298507498,0.1534823191138316,-9.631781845138514,-0.8309915946136064
M2,185,nominal,s4xqtibhr,run_a_map,0.9881413059472774,0.94918183439524,-1.4899267615658631,0.404649128096702,0.3367770529335759,-6.368439931132998,0.2919191638425252
M2,186,nominal,t0p3bj6ne,run_a_map,-0.3066988640259726,0.5365605266097941,0.6180696154555886,0.8238134949277677,0.3250684448571243,-7.8459558017189295,-0.7577965934383947
M2,187,nominal,ta33uq804,run_a_map,2.027941184490752,0.210459784473821,-0.3905514082060509,0.9426642674304776,0.1834553359383306,-8.421778780758903,-1.10480587419849
M2,188,nominal,u3yyfob1i,run_a_map,1.1881084226207463,1.718093743286201,-2.247345881019746,0.7037103244984821,-0.178245401842003,-5.045158027912307,-0.8492207547981989
M2,189,nominal,uq15yb622,run_a_map,1.0814272144394057,0.7029955309432269,0.6069601854960134,1.136266415010468,0.2530049244998055,-6.813987230881775,-1.0375204987884996
M2,190,nominal,vdnjz8uta,run_a_map,-0.1119179835447114,-0.622893728963753,2.969238121450107,0.7409822049539577,0.1330075959402978,-9.12601656363468,-1.099645435487172
M2,191,nominal,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,192,nominal,x71tw2ykd,run_a_map,-0.4564574438594017,1.0215407466803903,0.2527974411505072,1.1323544377905863,0.1789931149000144,-8.932624496969051,-0.852387583992814
M2,193,nominal,xh8tt6q04,run_a_map,-0.8756243779385436,-1.456035242813932,-0.852649312781463,0.5502165930753727,0.1168712889006455,-9.94548590472193,-1.0349249861183871
M2,194,nominal,xq3i744zg,run_a_map,1.879376670376196,1.4411264020037489,-1.4798523934600882,0.5894325708537623,0.1014463232103692,-4.5946204605733305,-0.7961193920301434
M2,195,nominal,yj444yij9,run_a_map,2.0848452470970376,0.3482560018129131,-0.5612502249457088,0.6584388758215736,0.2020371171516181,-7.777001340854348,-0.8770768670652145
M2,196,nominal,2rrjzhgj9,run_a_map,0.5000006222990111,0.1862249692909559,-0.3150230303128474,0.8401788228610807,0.00757878219508,-7.968152782298607,-1.055825231374975
M2,197,nominal,3lmzwis6r,run_a_map,1.1606503272725597,0.1641041896538112,0.2419537373094585,1.0075529299155466,0.3282319461427649,-7.724920782754156,-0.8619412068672724
M2,198,nominal,4f8msviwg,run_a_map,-0.2859560778682714,-0.6502743448612183,-0.4143435022197801,0.5524864118275221,0.1901132396226037,-10.14973313852986,-1.3249584008158588
M2,199,nominal,52b64k0rp,run_a_map,3.176665521290285,2.0151999549770565,-1.9184236916994553,0.6689893416399889,-0.0107973375558542,-4.84216734783012,-0.7803548614306965
M2,0,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,1,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,2,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,3,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,4,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,5,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,6,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,7,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,8,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,9,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,10,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,11,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,12,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,13,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,14,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,15,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,16,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,17,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,18,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,19,stress,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,20,stress,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,21,stress,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,22,stress,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,23,stress,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,24,stress,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
