generating_model,replicate,sample_kind,source_participant,truth_source,log_k_R,log_k_L,log_beta,alpha,delta_L,log_b,log_sigma
M1,157,nominal,ck5f3lx8c,run_a_map,0.9837292590581878,0.0463466258237163,0.7904292376798765,0.7983349412759522,0.268362334481587,-4.979941325163674,-1.0870056117167304
M1,158,nominal,ctdyczfpw,run_a_map,0.3373987927588708,-1.560898863719939,0.6863325366576906,0.8116715528530465,-0.0867761668311808,-4.977496349488974,-1.0642786484066316
M1,159,nominal,dasemqdsv,run_a_map,1.7965055598565844,-0.4650844117793472,-0.1478256117165164,0.6495711099722514,0.0387247238012041,-5.2074643124087014,-1.0068874824294167
M1,160,nominal,derouhkrw,run_a_map,0.570891140582323,-0.0661742379447234,1.2630968448344502,0.8439315468144263,0.3152542113105466,-4.282676027178478,-0.882356912287125
M1,161,nominal,dm8t9csqy,run_a_map,2.235100302707544,-0.8668004373193915,0.4448193105865139,0.8704585934790375,0.1985576194461639,-5.874025373728569,-1.0218206498903013
M1,162,nominal,eqi6zanpf,run_a_map,1.4960471047661754,-1.8099453854965752,0.3096732300084854,1.197837378635353,0.0302598850796743,-5.524291808215487,-1.056722796704711
M1,163,nominal,etxmnk1pg,run_a_map,1.8333617569610123,-1.0571876996015137,-0.42902247381416,0.7691844699539829,0.2480400131629934,-5.938881242686244,-0.7913348261208002
M1,164,nominal,goz8d3fp9,run_a_map,1.9112038605602408,-0.5163467032798267,0.5521610284040037,0.964760505230326,0.144228549549357,-5.3199238742470305,-0.7307155080809146
M1,165,nominal,hrqn8w6vu,run_a_map,1.8159281678401291,1.781323872551721,-1.1930165709711995,0.6986151799604309,0.307435570827371,-4.582677819112497,-0.774754712287668
M1,166,nominal,ig1j8ozi9,run_a_map,3.7056743480077063,1.291343762305991,-0.096489346901454,0.7921542529837139,0.3111731105430464,-3.6166336594673183,-0.9740814315437832
M1,167,nominal,iogaivfgt,run_a_map,0.9865836316526462,0.3440473944030492,-0.3961200915064815,1.1702330659142788,0.1020063797764345,-5.225995952264226,-0.9422746003243808
M1,168,nominal,ir0t9ca41,run_a_map,-0.0293782164694883,-0.0503335626450362,-0.6547224780066918,0.4210784550214605,0.3170507152102979,-4.390835832588042,-0.7880670305451798
M1,169,nominal,jtf46arcd,run_a_map,1.360541563697797,-1.8098239539903307,-1.240550327701963,1.2321705374032303,-0.1286177013735122,-5.377703617182712,-0.8143284812751033
M1,170,nominal,kimjztxjq,run_a_map,1.7928252526734885,0.8755215365594013,-0.206058128797974,1.211282169270167,0.3621848265930009,-3.886947032478632,-0.8733312824724905
M1,171,nominal,kqi5vqk0e,run_a_map,2.8116239492459316,0.2927564054322387,0.1722197630895999,-0.1196811922511649,0.981377965254549,-4.552072697227182,-0.6197514477896037
M1,172,nominal,ljm2sl8s0,run_a_map,1.0353298757221134,-0.0206765170655861,0.7839689603417132,0.9860331097484216,0.0621618339826229,-4.367280099205335,-1.0857150015035966
M1,173,nominal,mu73zwng6,run_a_map,1.6056318285047968,0.4363916197616347,-0.5123437000616995,0.7230812712410015,0.146280246327437,-4.0478894438266195,-0.8328439703009963
M1,174,nominal,n08qsd76x,run_a_map,1.0309257882402327,0.7565964047315666,-0.3485543397250206,0.8850323877783284,0.3388301343920936,-4.67153984156938,-0.8867038562691124
M1,175,nominal,nvbinkqjq,run_a_map,1.3646804502039085,-0.578464659668974,-0.407793684652403,1.096750538471944,0.1805612680537571,-4.6265654896773105,-0.9261133987673466
M1,176,nominal,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,177,nominal,od96gfdym,run_a_map,2.259208562340344,-0.1997309030541222,-0.1738285186310459,0.6118830531231932,0.1776610755249577,-3.844725364389915,-0.7330208217641657
M1,178,nominal,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,179,nominal,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,180,nominal,p5lejwwzi,run_a_map,-0.5231985471702968,-1.3028669592907085,-2.3352112027089236,0.6944505008232698,0.0466417721774664,-4.7873816005607885,-0.5351414398515211
M1,181,nominal,qhp782ect,run_a_map,2.0069701377214657,-1.8360621863431648,0.0067666434662081,0.871363073239228,0.0627512075546027,-6.353618000815235,-0.8931074118292295
M1,182,nominal,rncbe0zlg,run_a_map,-0.0551910665773594,-0.0506267109559323,0.7669501351111001,0.7756071874888553,0.2360709483813845,-4.968073113197819,-1.1908831719907422
M1,183,nominal,ru26ufirj,run_a_map,1.8866708626866064,-1.920071308200465,0.8920488137035647,0.5896859345627856,0.5435608808179214,-5.406159378119731,-0.4500905423211708
M1,184,nominal,rv0b4sx2y,run_a_map,-2.1429798723347067,1.6329794994587237,-0.9214070406101452,0.3426052269990428,0.1422725240228062,-5.5962167518830075,-0.8326153989809882
M1,185,nominal,s4xqtibhr,run_a_map,0.9545017816014014,0.7739601283470489,-1.5567112934188627,0.4272894397451272,0.3422816702532289,-3.6008015372853848,0.2903160368167066
M1,186,nominal,t0p3bj6ne,run_a_map,-0.4157962615995862,0.5369180028179575,0.5899904267999938,0.8582754747161047,0.3161442680548473,-4.022562196573852,-0.7705180160670694
M1,187,nominal,ta33uq804,run_a_map,2.0238648909315526,0.0933263111111588,-0.4042051393990895,0.9485198597955566,0.1869193503993204,-5.013807655652439,-1.108284258718326
M1,188,nominal,u3yyfob1i,run_a_map,0.3828646801134611,1.9196417537196333,-3.4821182700790247,0.7339782166780582,-0.1940554269007977,-3.4884967869716497,-0.8584106934490545
M1,189,nominal,uq15yb622,run_a_map,1.0899531249627086,0.6785786866842958,0.6032822366122742,1.1499090085740489,0.2536636765891292,-4.0674090616685445,-1.03989143273294
M1,190,nominal,vdnjz8uta,run_a_map,-0.1195165955438167,-0.7643348116410548,2.9428441028923253,0.7535436255476848,0.1365905287829135,-5.034374140494716,-1.1086552103049616
M1,191,nominal,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,192,nominal,x71tw2ykd,run_a_map,-0.8046213463410279,1.0304710997487625,0.187690982356467,1.1406043849241592,0.1752717638248388,-5.412033951369575,-0.8535975792658291
M1,193,nominal,xh8tt6q04,run_a_map,-1.122219495084661,-2.340257491827373,-0.9782335055400696,0.5628930560003306,0.1232645499218704,-5.585200327603677,-1.0445868030839427
M1,194,nominal,xq3i744zg,run_a_map,1.8717140628029416,1.1702453016418704,-1.6340093989512856,0.6183125016895731,0.1010152805453593,-2.941306860119604,-0.8007237374160933
M1,195,nominal,yj444yij9,run_a_map,2.065121792634059,0.203974459805893,-0.5907958668845085,0.6654718803753964,0.2039273832835129,-4.778161617891567,-0.8783753938163666
M1,196,nominal,2rrjzhgj9,run_a_map,0.4521103700704899,0.0723012301566854,-0.3486962228070354,0.8504582948703217,0.0077900569461503,-4.7343784975509875,-1.0589105464183062
M1,197,nominal,3lmzwis6r,run_a_map,1.164381982767911,0.0572089287362911,0.2370445544247464,1.019399091609713,0.3324606527031468,-4.389822647369406,-0.8658783414483303
M1,198,nominal,4f8msviwg,run_a_map,-0.333273063060833,-1.3722748644925606,-0.4949376504269561,0.5541355821838654,0.1921540163795153,-6.620128545846345,-1.3268918497447308
M1,199,nominal,52b64k0rp,run_a_map,2.3025850894122595,2.302585091956681,-2.6354864553871393,0.7052505383744884,0.0017488254506881,-2.633621766155249,-0.7949961148033567
M1,0,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,1,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,2,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,3,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,4,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,5,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,6,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,7,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,8,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,9,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,10,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,11,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,12,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,13,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,14,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,15,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,16,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,17,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,18,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,19,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,20,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,21,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,22,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,23,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,24,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,25,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,26,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,27,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,28,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,29,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,30,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,31,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,32,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,33,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,34,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,35,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,36,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,37,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,38,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,39,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,40,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,41,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,42,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,43,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M1,44,stress,o7piq7dwr,run_a_map,3.4537123128767457,-0.116293831062226,-1.133279628488861,0.3359785163655984,0.182155684736053,-4.895723798712299,-1.185087392193487
M1,45,stress,orxx7nl6z,run_a_map,4.089901019579955,0.1221398975194003,-1.1124816052412958,-0.2359446683193691,0.0132319257051812,-4.988554424072053,-0.2747956073205935
M1,46,stress,bh348lli7,run_a_map,2.852540199891356,-3.2799661526087363,4.60517,-0.6240918522404056,-0.1905948486211279,-6.9491900472500525,-0.8834249326325534
M1,47,stress,vr0a0xs4k,run_a_map,3.3805595434739564,1.03798629608694,-0.9447606061810042,0.1805081996968307,0.3366849208299683,-3.401851996325588,-0.9799289921148808
M1,48,stress,c0ry57ax9,run_a_map,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.3658278500796847,0.1921033516908287,-4.404993127073829,-0.9331638366040054
M1,49,stress,omy06qkfz,run_a_map,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.4966519216735869,0.4512875820936433,-4.885850751772276,-0.7671150601975554
M2,0,nominal,2rrjzhgj9,run_a_map,0.5000006222990111,0.1862249692909559,-0.3150230303128474,0.8401788228610807,0.00757878219508,-7.968152782298607,-1.055825231374975
M2,1,nominal,3lmzwis6r,run_a_map,1.1606503272725597,0.1641041896538112,0.2419537373094585,1.0075529299155466,0.3282319461427649,-7.724920782754156,-0.8619412068672724
M2,2,nominal,4f8msviwg,run_a_map,-0.2859560778682714,-0.6502743448612183,-0.4143435022197801,0.5524864118275221,0.1901132396226037,-10.14973313852986,-1.3249584008158588
M2,3,nominal,52b64k0rp,run_a_map,3.176665521290285,2.0151999549770565,-1.9184236916994553,0.6689893416399889,-0.0107973375558542,-4.84216734783012,-0.7803548614306965
M2,4,nominal,5wlmihb4c,run_a_map,2.071870821163076,-0.041429289570594,-0.3938794017196394,0.8007102955411122,-0.1243502080508946,-8.575255356672047,-1.2494360633509112
M2,5,nominal,6owg3par9,run_a_map,0.22889512084113,-0.0396355438456048,1.2153672908837263,0.6745817299719242,0.2454774821434021,-8.26547763540306,-0.9029761830937408
M2,6,nominal,8py7pm5i0,run_a_map,1.27188952325838,1.3200857075627817,-0.5169399782023412,0.340895181730324,0.2373493178870709,-6.328800837879869,-0.8693898002775348
M2,7,nominal,95vrrzevd,run_a_map,1.019054319767042,-0.5650738744401064,0.9112609298813495,0.7683834523234673,-0.1089043520441893,-8.997346292653857,-1.2141210435187135
M2,8,nominal,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,9,nominal,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,10,nominal,ck5f3lx8c,run_a_map,0.9782196731651908,0.0962870513826637,0.7848780545166985,0.7915569744520184,0.268310156024,-8.217573187957575,-1.0858422024404133
M2,11,nominal,ctdyczfpw,run_a_map,0.3868582398781555,-1.1431584778128625,0.6710018655083502,0.7994811250171096,-0.1029622919668262,-9.413083409128165,-1.0464089532996104
M2,12,nominal,dasemqdsv,run_a_map,1.7981583458975834,-0.2722568507523458,-0.108628335502602,0.6445296831796488,0.0348576833113925,-8.737383190583365,-1.0052141139742818
M2,13,nominal,derouhkrw,run_a_map,0.5425161576938682,-0.0482417754376325,1.2656186269567389,0.826856952468027,0.3148174699589655,-7.7898455468484125,-0.8785445127452998
M2,14,nominal,dm8t9csqy,run_a_map,2.235721475900522,-0.6536666094157808,0.4674909681518711,0.8679862951040036,0.1954627498438311,-9.67410157460406,-1.0195756759942525
M2,15,nominal,eqi6zanpf,run_a_map,1.5076572421012089,-1.4125374584085226,0.2964851889429821,1.1937782700786217,0.0176796014328758,-10.061506447718244,-1.050507140170906
M2,16,nominal,etxmnk1pg,run_a_map,1.8371229513164031,-0.707987588201678,-0.3891107341347942,0.7667663587190624,0.24647139440554,-9.50776273015965,-0.7904505292115801
M2,17,nominal,goz8d3fp9,run_a_map,1.9065520414845512,-0.3465923711168429,0.5870655033355142,0.9603371179262288,0.1414557586542252,-8.838282228137947,-0.7292916584512078
M2,18,nominal,hrqn8w6vu,run_a_map,1.8184030796037869,1.7988226952710746,-1.1908016125391738,0.693344915182297,0.3074015269736375,-6.15738319867873,-0.7765746820252815
M2,19,nominal,ig1j8ozi9,run_a_map,3.750254164829818,1.329653240608618,-0.0961461926240289,0.7703748418676748,0.3176555492284871,-5.546941210758618,-0.9730947577612612
M2,20,nominal,iogaivfgt,run_a_map,0.9861843514672184,0.4481568944704595,-0.379627867437587,1.1657765847346926,0.1021509609084086,-7.992726976617496,-0.9417929518551156
M2,21,nominal,ir0t9ca41,run_a_map,0.0951154312711878,0.0876136604023912,-0.5898839026571324,0.4026793670202145,0.3166046098417424,-7.881163559974523,-0.7810176382539149
M2,22,nominal,jtf46arcd,run_a_map,1.5088004395988772,-0.6352815570849079,-0.984642959039821,1.2275691848491816,-0.1425978707140741,-8.778778315269815,-0.8099187824591855
M2,23,nominal,kimjztxjq,run_a_map,1.7490588775965437,0.9185504667130412,-0.2025367740757917,1.1954378756386073,0.3656579337558493,-6.268127600973081,-0.8733029337215218
M2,24,nominal,kqi5vqk0e,run_a_map,2.824008653478874,0.3867396246698618,0.1752128847830824,-0.12996808250949,0.98488880749844,-7.25916229164272,-0.620892037147271
M2,25,nominal,ljm2sl8s0,run_a_map,1.0255883334569085,0.0139936727958183,0.7860240705401725,0.9731255532803144,0.0584793500054195,-7.868225307480776,-1.080872325645841
M2,26,nominal,mu73zwng6,run_a_map,1.5549023956806782,0.5375889264793495,-0.4920401483984777,0.7083991376345178,0.1469039579538359,-6.757092292002743,-0.8338312586223384
M2,27,nominal,n08qsd76x,run_a_map,1.085984201088399,0.814519262643687,-0.3288673117152761,0.8779473242974243,0.3391425621088654,-7.177945573622886,-0.8863731602188137
M2,28,nominal,nvbinkqjq,run_a_map,1.3539067111727303,-0.2508986737240889,-0.3504873849308455,1.087000907372694,0.1680436279379424,-8.297752074080986,-0.9182010440382344
M2,29,nominal,o7piq7dwr,run_a_map,3.370717113692933,0.2912694242622251,-1.0279150794525764,0.3270631171682192,0.1806891005422674,-7.79474857841988,-1.182981347238579
M2,30,nominal,od96gfdym,run_a_map,2.2529462433718845,-0.1156611647143244,-0.1529250169779241,0.5936387425137859,0.1680336016171965,-7.294858175582507,-0.7359569594467272
M2,31,nominal,omy06qkfz,run_a_map,3.415257252093945,0.6210475725337209,-1.5385499505548312,0.4891405857919784,0.4545111324478311,-7.202387476535507,-0.7683167773477333
M2,32,nominal,orxx7nl6z,run_a_map,4.087594431564823,0.3176488931965327,-1.0763462488113282,-0.2445922480272035,0.0151050564284059,-7.887077295519676,-0.2738882105247106
M2,33,nominal,p5lejwwzi,run_a_map,-0.1941154368304617,-0.3909811265232601,-2.070353017217847,0.6845328660297778,0.034859227711983,-7.943010771008957,-0.5387055709321852
M2,34,nominal,qhp782ect,run_a_map,2.004636698864433,-1.2287614772961597,0.0009288462451655,0.8697435169709455,0.0576488964318644,-10.605165049283846,-0.8887865123739092
M2,35,nominal,rncbe0zlg,run_a_map,-0.0367101360899682,-0.036847236183863,0.7737648530504774,0.7651684426916231,0.2361294121322011,-8.653626050195014,-1.18519219168878
M2,36,nominal,ru26ufirj,run_a_map,1.8829972451819523,-1.5478780178861262,0.852374772347234,0.5854162326927577,0.5337548035214779,-9.8184381642163,-0.4492411905577324
M2,37,nominal,rv0b4sx2y,run_a_map,-1.253986302629707,1.6564708237162071,-0.8670954259191314,0.3277627298507498,0.1534823191138316,-9.631781845138514,-0.8309915946136064
M2,38,nominal,s4xqtibhr,run_a_map,0.9881413059472774,0.94918183439524,-1.4899267615658631,0.404649128096702,0.3367770529335759,-6.368439931132998,0.2919191638425252
M2,39,nominal,t0p3bj6ne,run_a_map,-0.3066988640259726,0.5365605266097941,0.6180696154555886,0.8238134949277677,0.3250684448571243,-7.8459558017189295,-0.7577965934383947
M2,40,nominal,ta33uq804,run_a_map,2.027941184490752,0.210459784473821,-0.3905514082060509,0.9426642674304776,0.1834553359383306,-8.421778780758903,-1.10480587419849
M2,41,nominal,u3yyfob1i,run_a_map,1.1881084226207463,1.718093743286201,-2.247345881019746,0.7037103244984821,-0.178245401842003,-5.045158027912307,-0.8492207547981989
M2,42,nominal,uq15yb622,run_a_map,1.0814272144394057,0.7029955309432269,0.6069601854960134,1.136266415010468,0.2530049244998055,-6.813987230881775,-1.0375204987884996
M2,43,nominal,vdnjz8uta,run_a_map,-0.1119179835447114,-0.622893728963753,2.969238121450107,0.7409822049539577,0.1330075959402978,-9.12601656363468,-1.099645435487172
M2,44,nominal,vr0a0xs4k,run_a_map,3.330721117893863,1.1569587507011545,-0.91930270051374,0.1538871184830628,0.3470318563542554,-5.315818237557548,-0.9808086605631636
M2,45,nominal,x71tw2ykd,run_a_map,-0.4564574438594017,1.0215407466803903,0.2527974411505072,1.1323544377905863,0.1789931149000144,-8.932624496969051,-0.852387583992814
M2,46,nominal,xh8tt6q04,run_a_map,-0.8756243779385436,-1.456035242813932,-0.852649312781463,0.5502165930753727,0.1168712889006455,-9.94548590472193,-1.0349249861183871
M2,47,nominal,xq3i744zg,run_a_map,1.879376670376196,1.4411264020037489,-1.4798523934600882,0.5894325708537623,0.1014463232103692,-4.5946204605733305,-0.7961193920301434
M2,48,nominal,yj444yij9,run_a_map,2.0848452470970376,0.3482560018129131,-0.5612502249457088,0.6584388758215736,0.2020371171516181,-7.777001340854348,-0.8770768670652145
M2,49,nominal,2rrjzhgj9,run_a_map,0.5000006222990111,0.1862249692909559,-0.3150230303128474,0.8401788228610807,0.00757878219508,-7.968152782298607,-1.055825231374975
M2,50,nominal,3lmzwis6r,run_a_map,1.1606503272725597,0.1641041896538112,0.2419537373094585,1.0075529299155466,0.3282319461427649,-7.724920782754156,-0.8619412068672724
M2,51,nominal,4f8msviwg,run_a_map,-0.2859560778682714,-0.6502743448612183,-0.4143435022197801,0.5524864118275221,0.1901132396226037,-10.14973313852986,-1.3249584008158588
M2,52,nominal,52b64k0rp,run_a_map,3.176665521290285,2.0151999549770565,-1.9184236916994553,0.6689893416399889,-0.0107973375558542,-4.84216734783012,-0.7803548614306965
M2,53,nominal,5wlmihb4c,run_a_map,2.071870821163076,-0.041429289570594,-0.3938794017196394,0.8007102955411122,-0.1243502080508946,-8.575255356672047,-1.2494360633509112
M2,54,nominal,6owg3par9,run_a_map,0.22889512084113,-0.0396355438456048,1.2153672908837263,0.6745817299719242,0.2454774821434021,-8.26547763540306,-0.9029761830937408
M2,55,nominal,8py7pm5i0,run_a_map,1.27188952325838,1.3200857075627817,-0.5169399782023412,0.340895181730324,0.2373493178870709,-6.328800837879869,-0.8693898002775348
M2,56,nominal,95vrrzevd,run_a_map,1.019054319767042,-0.5650738744401064,0.9112609298813495,0.7683834523234673,-0.1089043520441893,-8.997346292653857,-1.2141210435187135
M2,57,nominal,bh348lli7,run_a_map,2.854300325773679,-2.7049838192240636,4.60517,-0.6251613494331705,-0.1892744217591172,-11.512925,-0.8685786203572461
M2,58,nominal,c0ry57ax9,run_a_map,3.004527744894556,0.6195693260329456,-1.7047558680236148,0.3567257030698946,0.18061400569652,-6.394149138093177,-0.9305795096419626
M2,59,nominal,ck5f3lx8c,run_a_map,0.9782196731651908,0.0962870513826637,0.7848780545166985,0.7915569744520184,0.268310156024,-8.217573187957575,-1.0858422024404133
M2,60,nominal,ctdyczfpw,run_a_map,0.3868582398781555,-1.1431584778128625,0.6710018655083502,0.7994811250171096,-0.1029622919668262,-9.413083409128165,-1.0464089532996104
M2,61,nominal,dasemqdsv,run_a_map,1.7981583458975834,-0.2722568507523458,-0.108628335502602,0.6445296831796488,0.0348576833113925,-8.737383190583365,-1.0052141139742818
M2,62,nominal,derouhkrw,run_a_map,0.5425161576938682,-0.0482417754376325,1.2656186269567389,0.826856952468027,0.3148174699589655,-7.7898455468484125,-0.8785445127452998
M2,63,nominal,dm8t9csqy,run_a_map,2.235721475900522,-0.6536666094157808,0.4674909681518711,0.8679862951040036,0.1954627498438311,-9.67410157460406,-1.0195756759942525
M2,64,nominal,eqi6zanpf,run_a_map,1.5076572421012089,-1.4125374584085226,0.2964851889429821,1.1937782700786217,0.0176796014328758,-10.061506447718244,-1.050507140170906
M2,65,nominal,etxmnk1pg,run_a_map,1.8371229513164031,-0.707987588201678,-0.3891107341347942,0.7667663587190624,0.24647139440554,-9.50776273015965,-0.7904505292115801
