participant,model,choice_only,objective,success,best_start_index,message,log_k_R,log_k_L,log_beta,alpha,delta_L,log_b,log_sigma,fit_run,multistarts_used,config_sha256,processed_data_sha256,data_pipeline_sha256,git_commit,runtime_sha256
x71tw2ykd,choice_only,True,96.67826736188066,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.9646149302965981,0.9996992235070465,0.15423943806935111,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
xh8tt6q04,choice_only,True,106.14695493750625,True,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-1.3488174293769477,-2.295578601403724,-1.0160003159184046,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
xq3i744zg,choice_only,True,136.8719559072107,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9205558292472649,1.463148066201234,-1.467935336346508,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
yj444yij9,choice_only,True,121.69386864052908,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.088670141017024,0.1550138533415849,-0.6040778350190582,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
2rrjzhgj9,M1,False,349.99193238044813,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.4521103700704899,0.07230123015668545,-0.34869622280703544,0.8504582948703217,0.007790056946150393,-4.7343784975509875,-1.0589105464183062,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,M1,False,444.31016931427894,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.164381982767911,0.05720892873629111,0.2370445544247464,1.019399091609713,0.33246065270314684,-4.389822647369406,-0.8658783414483303,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
4f8msviwg,M1,False,254.26524078009922,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.333273063060833,-1.3722748644925606,-0.49493765042695614,0.5541355821838654,0.1921540163795153,-6.620128545846345,-1.3268918497447308,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
52b64k0rp,M1,False,393.7965003473647,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.3025850894122595,2.302585091956681,-2.6354864553871393,0.7052505383744884,0.0017488254506881939,-2.633621766155249,-0.7949961148033567,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
5wlmihb4c,M1,False,298.1115457089938,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.0521217007409005,-0.2339256203762255,-0.4260509829256397,0.8056480230729212,-0.1207890649731444,-5.178916283799567,-1.2518622522656835,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
6owg3par9,M1,False,334.7777895455758,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.22563538558842414,-0.052260120564213745,1.212153108478453,0.6818394041668809,0.24402314281381882,-4.9992928300956585,-0.9027158597323208,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
8py7pm5i0,M1,False,325.0722728855993,True,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.2400661071266124,1.3461628192795139,-0.5157809036572176,0.34607216829825094,0.237579419040841,-4.50297060283049,-0.8678393566146735,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
95vrrzevd,M1,False,262.7603619462997,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.011126523687007,-0.9763627005394373,0.8781098961260376,0.7750666930484075,-0.09799991717707048,-5.104395331460236,-1.2231762256950514,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
bh348lli7,M1,False,-23.95934415632722,True,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.8525401998913558,-3.2799661526087363,4.60517,-0.6240918522404056,-0.19059484862112794,-6.9491900472500525,-0.8834249326325534,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
c0ry57ax9,M1,False,320.53987411259067,True,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.8967246947453695,-0.4253849543640987,-2.2211685427686665,0.36582785007968477,0.19210335169082873,-4.404993127073829,-0.9331638366040054,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
ck5f3lx8c,M1,False,339.8453099523735,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.9837292590581878,0.04634662582371633,0.7904292376798765,0.7983349412759522,0.268362334481587,-4.979941325163674,-1.0870056117167304,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
ctdyczfpw,M1,False,300.59695450576515,True,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.33739879275887086,-1.560898863719939,0.6863325366576906,0.8116715528530465,-0.08677616683118088,-4.977496349488974,-1.0642786484066316,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
dasemqdsv,M1,False,323.7767464188172,True,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.7965055598565844,-0.46508441177934723,-0.14782561171651645,0.6495711099722514,0.03872472380120419,-5.2074643124087014,-1.0068874824294167,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
derouhkrw,M1,False,374.53527935292055,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.570891140582323,-0.06617423794472345,1.2630968448344502,0.8439315468144263,0.31525421131054665,-4.282676027178478,-0.882356912287125,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
dm8t9csqy,M1,False,365.25943190373005,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.235100302707544,-0.8668004373193915,0.44481931058651397,0.8704585934790375,0.19855761944616399,-5.874025373728569,-1.0218206498903013,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
eqi6zanpf,M1,False,406.0228415730757,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.4960471047661754,-1.8099453854965752,0.30967323000848546,1.1978373786353527,0.030259885079674316,-5.524291808215487,-1.056722796704711,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
etxmnk1pg,M1,False,417.06226197766057,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.8333617569610123,-1.0571876996015137,-0.42902247381416,0.7691844699539829,0.2480400131629934,-5.938881242686244,-0.7913348261208002,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
goz8d3fp9,M1,False,434.98255935080834,True,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9112038605602408,-0.5163467032798267,0.5521610284040037,0.964760505230326,0.14422854954935704,-5.3199238742470305,-0.7307155080809146,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
hrqn8w6vu,M1,False,433.58033478147786,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.8159281678401293,1.781323872551721,-1.1930165709711995,0.6986151799604309,0.307435570827371,-4.582677819112497,-0.774754712287668,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
ig1j8ozi9,M1,False,381.9887520169208,True,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.7056743480077063,1.2913437623059907,-0.09648934690145407,0.7921542529837139,0.3111731105430464,-3.6166336594673187,-0.9740814315437833,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
iogaivfgt,M1,False,456.0604391681221,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.9865836316526462,0.3440473944030492,-0.3961200915064815,1.1702330659142788,0.10200637977643459,-5.225995952264226,-0.9422746003243809,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
ir0t9ca41,M1,False,350.47410551499945,True,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.029378216469488398,-0.05033356264503626,-0.6547224780066918,0.4210784550214605,0.3170507152102979,-4.390835832588042,-0.7880670305451798,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
jtf46arcd,M1,False,455.57587730670105,True,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3605415636977973,-1.8098239539903307,-1.240550327701963,1.2321705374032303,-0.1286177013735122,-5.377703617182712,-0.8143284812751033,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
kimjztxjq,M1,False,483.1863915192107,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.7928252526734885,0.8755215365594013,-0.20605812879797403,1.211282169270167,0.3621848265930009,-3.8869470324786324,-0.8733312824724905,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
kqi5vqk0e,M1,False,334.45318999626056,True,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.8116239492459316,0.29275640543223874,0.1722197630895999,-0.11968119225116494,0.981377965254549,-4.552072697227182,-0.6197514477896037,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
ljm2sl8s0,M1,False,355.8580793147178,True,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0353298757221134,-0.020676517065586146,0.7839689603417132,0.9860331097484217,0.06216183398262297,-4.367280099205335,-1.0857150015035966,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
mu73zwng6,M1,False,392.5445623890423,True,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6056318285047968,0.43639161976163476,-0.5123437000616995,0.7230812712410015,0.14628024632743705,-4.0478894438266195,-0.8328439703009963,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
n08qsd76x,M1,False,433.8075870590457,True,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0309257882402327,0.7565964047315666,-0.3485543397250206,0.8850323877783284,0.3388301343920936,-4.67153984156938,-0.8867038562691124,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
nvbinkqjq,M1,False,438.05849305558087,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3646804502039085,-0.578464659668974,-0.40779368465240307,1.096750538471944,0.18056126805375713,-4.6265654896773105,-0.9261133987673466,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
o7piq7dwr,M1,False,257.1584163075533,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.4537123128767457,-0.11629383106222607,-1.1332796284888613,0.3359785163655984,0.18215568473605304,-4.895723798712299,-1.185087392193487,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
od96gfdym,M1,False,380.73808269167955,True,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.259208562340344,-0.19973090305412222,-0.17382851863104598,0.6118830531231932,0.17766107552495775,-3.8447253643899155,-0.7330208217641657,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
omy06qkfz,M1,False,408.39633570016036,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.4151019761502623,0.4068225670985687,-1.6008381745463296,0.49665192167358696,0.4512875820936433,-4.885850751772276,-0.7671150601975554,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
orxx7nl6z,M1,False,309.88617019806816,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.089901019579955,0.12213989751940034,-1.1124816052412958,-0.2359446683193691,0.013231925705181271,-4.988554424072053,-0.2747956073205935,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
p5lejwwzi,M1,False,431.9478548524765,True,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.5231985471702968,-1.3028669592907083,-2.3352112027089236,0.6944505008232698,0.04664177217746643,-4.7873816005607885,-0.5351414398515211,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
qhp782ect,M1,False,379.4982654959464,True,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.0069701377214657,-1.8360621863431648,0.006766643466208157,0.871363073239228,0.0627512075546027,-6.353618000815235,-0.8931074118292295,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
rncbe0zlg,M1,False,308.2262957306844,True,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-0.0551910665773594,-0.050626710955932346,0.7669501351111001,0.7756071874888553,0.2360709483813845,-4.968073113197819,-1.1908831719907422,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
ru26ufirj,M1,False,433.0029953331656,True,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.8866708626866064,-1.920071308200465,0.8920488137035647,0.5896859345627856,0.5435608808179214,-5.406159378119731,-0.45009054232117085,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
rv0b4sx2y,M1,False,315.5687532961781,True,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-2.1429798723347067,1.6329794994587237,-0.9214070406101452,0.34260522699904283,0.14227252402280627,-5.5962167518830075,-0.8326153989809882,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
