participant,model,choice_only,start_index,objective,optimizer_success,valid,message,iterations,gradient_norm,projected_gradient_norm,near_boundary,log_k_R,log_k_L,log_beta,alpha,delta_L,log_b,log_sigma,fit_run,multistarts_used,config_sha256,processed_data_sha256,data_pipeline_sha256,git_commit,runtime_sha256
3lmzwis6r,choice_only,True,10,102.0118311232145,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,4.263256440470418e-06,4.263256440470418e-06,False,1.1475843405768027,0.03451495346931801,0.23397742262939786,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,11,102.01183112321809,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1.5631940281724867e-05,1.5631940281724867e-05,False,1.1475847590453283,0.034514811161174,0.23397717760074424,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,12,102.01183112321438,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,2.8421709603136124e-06,2.8421709603136124e-06,False,1.1475844741561936,0.03451500379464829,0.23397746785496398,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,13,102.01183112322454,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,2.8421709603136123e-05,2.8421709603136123e-05,False,1.147583765744395,0.03451529684908684,0.23397747397969507,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,14,102.01183112321992,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,1.421085472268197e-05,1.421085472268197e-05,False,1.1475843685191534,0.03451449781648307,0.23397794925476859,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,15,102.01183112321486,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,4.263256416804591e-06,4.263256416804591e-06,False,1.1475843623676705,0.03451487041643115,0.2339773084971564,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,16,102.01183112321475,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,4.263256413846363e-06,4.263256413846363e-06,False,1.1475843581935066,0.034514813540717164,0.23397741641036204,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,17,102.01183112321428,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,2.842170944536394e-06,2.842170944536394e-06,False,1.1475844117353087,0.03451501880715065,0.23397751767262182,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,18,102.01183112321726,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1.1368683770256966e-05,1.1368683770256966e-05,False,1.1475843707823958,0.03451544913322121,0.2339773825187493,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
3lmzwis6r,choice_only,True,19,102.01183112366063,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,0.00012079226581332852,0.00012079226581332852,False,1.1475815540380105,0.03451888154696036,0.23398110667678976,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
4f8msviwg,choice_only,True,0,102.8838968832113,True,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,2.842170944536394e-06,2.842170944536394e-06,False,-0.36980374501957,-2.2934479409203017,-0.5849147076934129,,,,,A,20,9c6a70fe945cecdf08e25aaec2217259df4d3eb77eb5823cb1610cb322c8d4ae,e2bb506ef9bd17c4b8e062646715087a07621486b7af1360eb8ceed5703b1835,f71efda674188b9ec8628b61a0f2b64271849bb4c5f54ae6d6e3b0c20002333f,71aa972db3202b878f1753acf952ef79da923129,4d7c71ad74e5ded15364fc3a314ed4cf89909d7f524d8b8936312d49302ed545
